state,el_level,year,month,mean,median,type
AZ,6,2011,06,0.0,0.0,water
AZ,6,2012,01,3.7,2.7,water
AZ,6,2012,02,2.3,1.2,water
AZ,6,2012,03,0.2,0.0,water
AZ,6,2012,04,0.0,0.0,water
AZ,6,2012,05,0.0,0.0,water
AZ,6,2012,06,0.0,0.0,water
AZ,6,2013,01,3.5,3.3,water
AZ,6,2013,02,3.0,2.6,water
AZ,6,2013,03,1.9,0.5,water
AZ,6,2013,04,0.0,0.0,water
AZ,6,2013,05,0.0,0.0,water
AZ,6,2013,06,0.0,0.0,water
AZ,6,2014,01,1.7,1.6,water
AZ,6,2014,02,0.5,0.1,water
AZ,6,2014,03,0.1,0.1,water
AZ,6,2014,04,0.0,0.0,water
AZ,6,2014,05,0.0,0.0,water
AZ,6,2014,06,0.0,0.0,water
AZ,6,2015,01,0.8,0.6,water
AZ,6,2015,02,0.2,0.0,water
AZ,6,2015,03,0.0,0.0,water
AZ,6,2015,04,0.0,0.0,water
AZ,6,2015,05,0.0,0.0,water
AZ,6,2015,06,0.0,0.0,water
AZ,6,2016,01,3.1,2.9,water
AZ,6,2016,02,3.3,2.1,water
AZ,6,2016,03,0.0,0.0,water
AZ,6,2016,04,0.0,0.0,water
AZ,6,2016,05,0.0,0.0,water
AZ,6,2016,06,0.0,0.0,water
AZ,7,2000,01,0.3,0.1,water
AZ,7,2000,02,0.1,0.0,water
AZ,7,2000,03,0.6,0.2,water
AZ,7,2000,04,0.4,0.0,water
AZ,7,2000,05,0.0,0.0,water
AZ,7,2000,06,0.0,0.0,water
AZ,7,2001,01,1.3,0.4,water
AZ,7,2001,02,3.8,3.6,water
AZ,7,2001,03,4.0,2.8,water
AZ,7,2001,04,1.0,0.0,water
AZ,7,2001,05,0.0,0.0,water
AZ,7,2001,06,0.0,0.0,water
AZ,7,2002,01,2.1,2.2,water
AZ,7,2002,02,1.5,1.6,water
AZ,7,2002,03,0.2,0.0,water
AZ,7,2002,04,0.0,0.0,water
AZ,7,2002,05,0.0,0.0,water
AZ,7,2002,06,0.0,0.0,water
AZ,7,2003,01,1.7,1.8,water
AZ,7,2003,02,1.6,1.1,water
AZ,7,2003,03,3.2,2.9,water
AZ,7,2003,04,1.1,0.0,water
AZ,7,2003,05,0.0,0.0,water
AZ,7,2003,06,0.0,0.0,water
AZ,7,2004,01,1.3,1.2,water
AZ,7,2004,02,2.7,2.5,water
AZ,7,2004,03,3.3,3.3,water
AZ,7,2004,04,0.2,0.0,water
AZ,7,2004,05,0.0,0.0,water
AZ,7,2004,06,0.0,0.0,water
AZ,7,2005,01,3.0,2.6,water
AZ,7,2005,02,6.0,5.6,water
AZ,7,2005,03,7.3,6.4,water
AZ,7,2005,04,5.7,3.2,water
AZ,7,2005,05,0.0,0.0,water
AZ,7,2005,06,0.0,0.0,water
AZ,7,2006,01,0.0,0.0,water
AZ,7,2006,02,0.1,0.0,water
AZ,7,2006,03,0.3,0.0,water
AZ,7,2006,04,0.5,0.0,water
AZ,7,2006,05,0.0,0.0,water
AZ,7,2006,06,0.0,0.0,water
AZ,7,2007,01,1.7,1.6,water
AZ,7,2007,02,3.8,4.2,water
AZ,7,2007,03,2.9,1.9,water
AZ,7,2007,04,0.2,0.0,water
AZ,7,2007,05,0.0,0.0,water
AZ,7,2007,06,0.0,0.0,water
AZ,7,2008,01,2.9,2.1,water
AZ,7,2008,02,7.9,7.5,water
AZ,7,2008,03,6.0,5.3,water
AZ,7,2008,04,2.2,0.0,water
AZ,7,2008,05,0.0,0.0,water
AZ,7,2008,06,0.0,0.0,water
AZ,7,2009,01,6.0,6.1,water
AZ,7,2009,02,5.8,4.5,water
AZ,7,2009,03,4.7,3.3,water
AZ,7,2009,04,0.2,0.0,water
AZ,7,2009,05,0.0,0.0,water
AZ,7,2009,06,0.0,0.0,water
AZ,7,2010,01,6.8,6.3,water
AZ,7,2010,02,12.6,11.3,water
AZ,7,2010,03,13.1,12.1,water
AZ,7,2010,04,11.7,10.7,water
AZ,7,2010,05,1.4,0.0,water
AZ,7,2010,06,0.0,0.0,water
AZ,7,2011,01,4.2,3.8,water
AZ,7,2011,02,3.8,3.2,water
AZ,7,2011,03,5.7,4.6,water
AZ,7,2011,04,1.4,0.0,water
AZ,7,2011,05,0.0,0.0,water
AZ,7,2011,06,0.0,0.0,water
AZ,7,2012,01,2.9,2.6,water
AZ,7,2012,02,3.0,3.2,water
AZ,7,2012,03,2.5,1.0,water
AZ,7,2012,04,0.9,0.0,water
AZ,7,2012,05,0.0,0.0,water
AZ,7,2012,06,0.0,0.0,water
AZ,7,2013,01,3.7,3.7,water
AZ,7,2013,02,3.9,3.3,water
AZ,7,2013,03,3.8,3.2,water
AZ,7,2013,04,1.0,0.0,water
AZ,7,2013,05,0.0,0.0,water
AZ,7,2013,06,0.0,0.0,water
AZ,7,2014,01,1.8,1.8,water
AZ,7,2014,02,1.3,0.4,water
AZ,7,2014,03,0.3,0.0,water
AZ,7,2014,04,0.2,0.0,water
AZ,7,2014,05,0.0,0.0,water
AZ,7,2014,06,0.0,0.0,water
AZ,7,2015,01,1.3,1.4,water
AZ,7,2015,02,0.9,0.3,water
AZ,7,2015,03,1.0,0.4,water
AZ,7,2015,04,0.0,0.0,water
AZ,7,2015,05,0.0,0.0,water
AZ,7,2015,06,0.0,0.0,water
AZ,7,2016,01,3.0,2.5,water
AZ,7,2016,02,4.9,5.3,water
AZ,7,2016,03,1.5,0.0,water
AZ,7,2016,04,0.4,0.0,water
AZ,7,2016,05,0.1,0.0,water
AZ,7,2016,06,0.0,0.0,water
AZ,8,2000,01,0.9,0.3,water
AZ,8,2000,02,1.6,0.6,water
AZ,8,2000,03,2.6,2.0,water
AZ,8,2000,04,0.0,0.0,water
AZ,8,2000,05,0.0,0.0,water
AZ,8,2000,06,0.0,0.0,water
AZ,8,2001,01,2.5,2.2,water
AZ,8,2001,02,5.0,4.8,water
AZ,8,2001,03,4.5,4.6,water
AZ,8,2001,04,0.0,0.0,water
AZ,8,2001,05,0.0,0.0,water
AZ,8,2001,06,0.0,0.0,water
AZ,8,2002,01,2.6,3.3,water
AZ,8,2002,02,2.2,2.7,water
AZ,8,2002,03,0.4,0.0,water
AZ,8,2002,04,0.0,0.0,water
AZ,8,2002,05,0.0,0.0,water
AZ,8,2002,06,0.0,0.0,water
AZ,8,2003,01,2.4,2.9,water
AZ,8,2003,02,4.6,4.8,water
AZ,8,2003,03,6.2,7.0,water
AZ,8,2003,04,1.2,0.0,water
AZ,8,2003,05,0.0,0.0,water
AZ,8,2003,06,0.0,0.0,water
AZ,8,2004,01,2.9,2.4,water
AZ,8,2004,02,4.6,4.6,water
AZ,8,2004,03,1.0,0.0,water
AZ,8,2004,04,0.3,0.3,water
AZ,8,2004,05,0.0,0.0,water
AZ,8,2004,06,0.0,0.0,water
AZ,8,2005,01,5.6,4.6,water
AZ,8,2005,02,4.7,4.5,water
AZ,8,2005,03,9.6,8.1,water
AZ,8,2005,04,11.4,11.6,water
AZ,8,2005,05,0.0,0.0,water
AZ,8,2005,06,0.0,0.0,water
AZ,8,2006,01,0.5,0.5,water
AZ,8,2006,02,0.4,0.0,water
AZ,8,2006,03,1.7,0.8,water
AZ,8,2006,04,0.0,0.0,water
AZ,8,2006,05,0.0,0.0,water
AZ,8,2006,06,0.0,0.0,water
AZ,8,2007,01,2.5,2.0,water
AZ,8,2007,02,3.8,2.5,water
AZ,8,2007,03,1.2,0.8,water
AZ,8,2007,04,0.0,0.0,water
AZ,8,2007,05,0.0,0.0,water
AZ,8,2007,06,0.0,0.0,water
AZ,8,2008,01,5.4,4.9,water
AZ,8,2008,02,9.4,8.3,water
AZ,8,2008,03,7.1,7.0,water
AZ,8,2008,04,8.2,8.2,water
AZ,8,2008,05,0.0,0.0,water
AZ,8,2008,06,0.0,0.0,water
AZ,8,2009,01,5.7,5.4,water
AZ,8,2009,02,5.1,3.2,water
AZ,8,2009,03,4.3,1.5,water
AZ,8,2009,04,3.2,0.4,water
AZ,8,2009,05,0.0,0.0,water
AZ,8,2009,06,0.0,0.0,water
AZ,8,2010,01,8.6,7.8,water
AZ,8,2010,02,13.8,13.1,water
AZ,8,2010,03,13.3,12.9,water
AZ,8,2010,04,10.5,7.2,water
AZ,8,2010,05,4.2,0.0,water
AZ,8,2010,06,0.0,0.0,water
AZ,8,2011,01,3.3,2.2,water
AZ,8,2011,02,2.7,2.2,water
AZ,8,2011,03,3.6,0.6,water
AZ,8,2011,04,3.0,0.0,water
AZ,8,2011,05,0.0,0.0,water
AZ,8,2011,06,0.0,0.0,water
AZ,8,2012,01,3.1,3.0,water
AZ,8,2012,02,2.7,2.4,water
AZ,8,2012,03,1.7,0.3,water
AZ,8,2012,04,1.7,0.2,water
AZ,8,2012,05,0.0,0.0,water
AZ,8,2012,06,0.0,0.0,water
AZ,8,2013,01,4.1,4.0,water
AZ,8,2013,02,5.4,6.0,water
AZ,8,2013,03,3.4,2.6,water
AZ,8,2013,04,0.5,0.0,water
AZ,8,2013,05,0.0,0.0,water
AZ,8,2013,06,0.0,0.0,water
AZ,8,2014,01,1.1,0.6,water
AZ,8,2014,02,1.3,0.5,water
AZ,8,2014,03,0.6,0.0,water
AZ,8,2014,04,0.0,0.0,water
AZ,8,2014,05,0.0,0.0,water
AZ,8,2014,06,0.0,0.0,water
AZ,8,2015,01,1.5,1.1,water
AZ,8,2015,02,1.9,1.6,water
AZ,8,2015,03,0.7,0.0,water
AZ,8,2015,04,0.0,0.0,water
AZ,8,2015,05,0.0,0.0,water
AZ,8,2015,06,0.0,0.0,water
AZ,8,2016,01,4.8,5.0,water
AZ,8,2016,02,5.1,5.9,water
AZ,8,2016,03,2.2,0.0,water
AZ,8,2016,04,1.2,0.8,water
AZ,8,2016,05,0.2,0.1,water
AZ,8,2016,06,0.0,0.0,water
AZ,9,2000,01,0.8,0.3,water
AZ,9,2000,02,1.3,0.5,water
AZ,9,2000,03,3.0,1.4,water
AZ,9,2000,04,3.8,0.1,water
AZ,9,2000,05,0.4,0.0,water
AZ,9,2000,06,0.0,0.0,water
AZ,9,2001,01,5.5,5.1,water
AZ,9,2001,02,8.5,8.1,water
AZ,9,2001,03,10.4,9.2,water
AZ,9,2001,04,9.0,7.1,water
AZ,9,2001,05,2.6,0.0,water
AZ,9,2001,06,0.0,0.0,water
AZ,9,2002,01,3.8,3.8,water
AZ,9,2002,02,4.5,4.3,water
AZ,9,2002,03,3.4,3.7,water
AZ,9,2002,04,1.6,0.0,water
AZ,9,2002,05,0.1,0.0,water
AZ,9,2002,06,0.0,0.0,water
AZ,9,2003,01,4.1,3.6,water
AZ,9,2003,02,5.8,5.0,water
AZ,9,2003,03,9.4,8.6,water
AZ,9,2003,04,10.5,8.4,water
AZ,9,2003,05,3.0,0.0,water
AZ,9,2003,06,0.0,0.0,water
AZ,9,2004,01,3.0,2.1,water
AZ,9,2004,02,5.8,5.2,water
AZ,9,2004,03,6.5,6.2,water
AZ,9,2004,04,2.8,0.9,water
AZ,9,2004,05,0.9,0.0,water
AZ,9,2004,06,0.0,0.0,water
AZ,9,2005,01,7.0,6.8,water
AZ,9,2005,02,13.9,10.8,water
AZ,9,2005,03,16.6,13.5,water
AZ,9,2005,04,19.3,14.8,water
AZ,9,2005,05,10.5,3.6,water
AZ,9,2005,06,1.4,0.0,water
AZ,9,2006,01,0.7,0.0,water
AZ,9,2006,02,1.5,1.1,water
AZ,9,2006,03,1.2,0.8,water
AZ,9,2006,04,3.7,1.6,water
AZ,9,2006,05,0.5,0.0,water
AZ,9,2006,06,0.0,0.0,water
AZ,9,2007,01,3.0,2.7,water
AZ,9,2007,02,5.9,5.9,water
AZ,9,2007,03,6.3,6.2,water
AZ,9,2007,04,3.5,2.3,water
AZ,9,2007,05,0.6,0.0,water
AZ,9,2007,06,0.0,0.0,water
AZ,9,2008,01,6.0,5.3,water
AZ,9,2008,02,13.2,12.0,water
AZ,9,2008,03,16.2,16.1,water
AZ,9,2008,04,11.6,8.8,water
AZ,9,2008,05,2.8,0.0,water
AZ,9,2008,06,0.0,0.0,water
AZ,9,2009,01,9.7,9.3,water
AZ,9,2009,02,10.8,9.7,water
AZ,9,2009,03,11.5,9.1,water
AZ,9,2009,04,7.5,5.5,water
AZ,9,2009,05,1.5,0.0,water
AZ,9,2009,06,0.0,0.0,water
AZ,9,2010,01,7.0,5.2,water
AZ,9,2010,02,15.1,14.4,water
AZ,9,2010,03,17.3,16.2,water
AZ,9,2010,04,18.0,16.2,water
AZ,9,2010,05,4.8,0.7,water
AZ,9,2010,06,0.0,0.0,water
AZ,9,2011,01,6.3,5.4,water
AZ,9,2011,02,6.5,5.8,water
AZ,9,2011,03,8.7,7.3,water
AZ,9,2011,04,3.9,0.1,water
AZ,9,2011,05,0.3,0.0,water
AZ,9,2011,06,0.0,0.0,water
AZ,9,2012,01,5.3,4.9,water
AZ,9,2012,02,7.1,6.8,water
AZ,9,2012,03,7.7,7.3,water
AZ,9,2012,04,2.3,0.0,water
AZ,9,2012,05,0.0,0.0,water
AZ,9,2012,06,0.0,0.0,water
AZ,9,2013,01,5.4,4.9,water
AZ,9,2013,02,8.5,8.3,water
AZ,9,2013,03,8.6,7.5,water
AZ,9,2013,04,3.1,0.0,water
AZ,9,2013,05,0.0,0.0,water
AZ,9,2013,06,0.0,0.0,water
AZ,9,2014,01,3.7,2.8,water
AZ,9,2014,02,3.9,3.3,water
AZ,9,2014,03,2.5,1.2,water
AZ,9,2014,04,2.1,0.0,water
AZ,9,2014,05,0.4,0.0,water
AZ,9,2014,06,0.0,0.0,water
AZ,9,2015,01,2.0,1.7,water
AZ,9,2015,02,5.2,4.4,water
AZ,9,2015,03,4.1,4.1,water
AZ,9,2015,04,2.0,0.0,water
AZ,9,2015,05,0.6,0.0,water
AZ,9,2015,06,0.0,0.0,water
AZ,9,2016,01,5.3,6.5,water
AZ,9,2016,02,6.6,5.6,water
AZ,9,2016,03,3.0,1.7,water
AZ,9,2016,04,1.7,0.0,water
AZ,9,2016,05,0.4,0.3,water
AZ,9,2016,06,0.0,0.0,water
CA,10,2000,02,11.3,11.8,water
CA,10,2000,03,23.9,23.9,water
CA,10,2000,04,21.0,21.0,water
CA,10,2001,01,5.2,5.2,water
CA,10,2001,03,14.1,13.1,water
CA,10,2001,04,15.1,15.1,water
CA,10,2002,01,16.1,16.1,water
CA,10,2002,02,17.7,17.7,water
CA,10,2002,03,26.3,26.3,water
CA,10,2002,04,15.9,15.9,water
CA,10,2003,01,13.1,13.1,water
CA,10,2003,02,16.8,16.8,water
CA,10,2003,03,16.6,16.6,water
CA,10,2003,04,18.0,18.0,water
CA,10,2004,01,15.4,15.4,water
CA,10,2004,03,21.4,22.4,water
CA,10,2004,04,13.7,13.7,water
CA,10,2005,01,24.4,24.4,water
CA,10,2005,02,25.2,25.2,water
CA,10,2005,03,29.0,29.0,water
CA,10,2005,04,38.6,38.6,water
CA,10,2005,05,30.7,30.7,water
CA,10,2006,01,20.4,20.4,water
CA,10,2006,02,24.0,24.0,water
CA,10,2006,03,16.6,16.6,water
CA,10,2006,04,41.7,41.7,water
CA,10,2007,01,3.3,3.3,water
CA,10,2007,03,8.6,8.4,water
CA,10,2007,04,5.1,5.1,water
CA,10,2008,01,15.0,15.0,water
CA,10,2008,02,27.7,27.7,water
CA,10,2008,03,25.9,25.9,water
CA,10,2008,04,19.6,19.6,water
CA,10,2009,01,11.4,11.4,water
CA,10,2009,03,20.5,20.9,water
CA,10,2009,04,16.5,16.5,water
CA,10,2010,01,15.1,15.1,water
CA,10,2010,02,19.9,19.9,water
CA,10,2010,03,25.5,25.5,water
CA,10,2010,04,25.4,25.4,water
CA,10,2011,01,26.1,26.1,water
CA,10,2011,02,31.7,31.7,water
CA,10,2011,03,44.6,44.6,water
CA,10,2011,04,35.2,35.2,water
CA,10,2012,01,6.8,6.8,water
CA,10,2012,02,6.3,6.3,water
CA,10,2012,03,7.5,5.7,water
CA,10,2012,04,3.6,3.6,water
CA,10,2013,01,13.9,13.9,water
CA,10,2013,02,13.1,13.1,water
CA,10,2013,03,12.1,12.1,water
CA,10,2013,05,1.7,1.7,water
CA,10,2014,01,3.3,3.3,water
CA,10,2014,03,11.8,12.0,water
CA,10,2014,04,10.0,10.0,water
CA,10,2015,01,2.5,2.5,water
CA,10,2015,02,6.5,6.5,water
CA,10,2015,03,4.3,4.0,water
CA,10,2015,05,0.0,0.0,water
CA,10,2016,01,12.4,12.0,water
CA,10,2016,02,17.2,15.8,water
CA,10,2016,03,20.4,20.0,water
CA,10,2016,04,14.4,13.0,water
CA,10,2016,05,21.7,24.0,water
CA,4,2000,01,0.0,0.0,water
CA,4,2000,03,0.7,0.7,water
CA,4,2000,04,0.0,0.0,water
CA,4,2001,02,5.6,5.6,water
CA,4,2001,03,7.4,7.4,water
CA,4,2001,04,0.0,0.0,water
CA,4,2002,01,7.5,7.5,water
CA,4,2002,03,4.0,4.0,water
CA,4,2002,04,0.0,0.0,water
CA,4,2003,01,2.3,2.3,water
CA,4,2003,02,0.5,0.5,water
CA,4,2003,03,0.0,0.0,water
CA,4,2003,05,0.0,0.0,water
CA,4,2004,01,6.0,6.0,water
CA,4,2004,02,7.4,7.4,water
CA,4,2004,03,0.0,0.0,water
CA,4,2004,04,0.0,0.0,water
CA,4,2005,01,9.7,9.7,water
CA,4,2005,02,5.7,5.7,water
CA,4,2005,03,3.5,3.5,water
CA,4,2005,04,0.0,0.0,water
CA,4,2006,01,1.9,1.9,water
CA,4,2006,02,0.4,0.4,water
CA,4,2006,04,6.0,6.0,water
CA,4,2007,01,0.6,0.6,water
CA,4,2007,03,4.0,4.0,water
CA,4,2007,04,0.0,0.0,water
CA,4,2008,02,13.3,13.3,water
CA,4,2008,03,7.7,7.7,water
CA,4,2008,04,0.0,0.0,water
CA,4,2009,01,3.6,3.6,water
CA,4,2009,02,7.8,7.8,water
CA,4,2009,03,3.3,3.3,water
CA,4,2009,04,0.0,0.0,water
CA,4,2010,01,5.2,5.2,water
CA,4,2010,02,3.1,3.1,water
CA,4,2010,03,0.6,0.6,water
CA,4,2010,05,0.0,0.0,water
CA,4,2011,01,4.3,4.3,water
CA,4,2011,03,12.4,12.4,water
CA,4,2011,04,5.2,5.2,water
CA,4,2012,01,1.1,1.1,water
CA,4,2012,02,0.6,0.6,water
CA,4,2012,03,1.5,1.5,water
CA,4,2012,04,0.0,0.0,water
CA,4,2013,01,3.2,3.2,water
CA,4,2013,02,2.5,2.5,water
CA,4,2013,03,0.0,0.0,water
CA,4,2013,04,0.0,0.0,water
CA,4,2014,01,0.0,0.0,water
CA,4,2014,02,0.0,0.0,water
CA,4,2014,03,0.0,0.0,water
CA,4,2014,04,0.0,0.0,water
CA,4,2015,01,0.0,0.0,water
CA,4,2015,02,0.0,0.0,water
CA,4,2015,03,0.0,0.0,water
CA,4,2015,04,0.0,0.0,water
CA,4,2016,01,4.0,3.5,water
CA,4,2016,02,2.1,2.0,water
CA,4,2016,03,0.4,0.0,water
CA,4,2016,04,0.0,0.0,water
CA,5,2000,01,7.8,7.0,water
CA,5,2000,02,9.3,9.9,water
CA,5,2000,03,9.8,9.2,water
CA,5,2000,04,0.0,0.0,water
CA,5,2000,05,0.0,0.0,water
CA,5,2000,06,0.0,0.0,water
CA,5,2001,01,3.3,2.6,water
CA,5,2001,02,5.9,5.3,water
CA,5,2001,03,9.3,4.1,water
CA,5,2001,04,0.0,0.0,water
CA,5,2001,05,0.0,0.0,water
CA,5,2001,06,0.0,0.0,water
CA,5,2002,01,8.5,6.6,water
CA,5,2002,02,6.1,6.2,water
CA,5,2002,03,7.2,6.6,water
CA,5,2002,04,2.6,0.0,water
CA,5,2002,05,0.4,0.4,water
CA,5,2002,06,0.0,0.0,water
CA,5,2003,01,2.9,2.2,water
CA,5,2003,02,3.9,1.4,water
CA,5,2003,03,5.5,3.1,water
CA,5,2003,04,0.0,0.0,water
CA,5,2003,05,0.0,0.0,water
CA,5,2003,06,0.0,0.0,water
CA,5,2004,01,8.1,5.8,water
CA,5,2004,02,11.9,9.6,water
CA,5,2004,03,9.0,5.9,water
CA,5,2004,04,0.0,0.0,water
CA,5,2004,05,0.0,0.0,water
CA,5,2004,06,0.0,0.0,water
CA,5,2005,01,5.6,5.0,water
CA,5,2005,02,7.6,8.0,water
CA,5,2005,03,10.3,8.8,water
CA,5,2005,04,1.2,0.0,water
CA,5,2005,05,0.0,0.0,water
CA,5,2005,06,0.0,0.0,water
CA,5,2006,01,3.6,3.9,water
CA,5,2006,02,7.7,5.9,water
CA,5,2006,03,14.8,7.8,water
CA,5,2006,04,9.5,6.4,water
CA,5,2006,05,0.0,0.0,water
CA,5,2006,06,0.0,0.0,water
CA,5,2007,01,0.7,0.4,water
CA,5,2007,02,1.9,1.6,water
CA,5,2007,03,0.8,0.6,water
CA,5,2007,04,1.2,0.0,water
CA,5,2007,05,0.0,0.0,water
CA,5,2007,06,0.0,0.0,water
CA,5,2008,01,6.6,5.9,water
CA,5,2008,02,13.5,14.0,water
CA,5,2008,03,6.6,7.2,water
CA,5,2008,04,10.3,3.9,water
CA,5,2008,05,3.3,3.3,water
CA,5,2008,06,0.0,0.0,water
CA,5,2009,01,3.2,2.6,water
CA,5,2009,02,4.0,3.2,water
CA,5,2009,03,7.5,3.7,water
CA,5,2009,04,1.0,0.0,water
CA,5,2009,05,0.0,0.0,water
CA,5,2009,06,0.0,0.0,water
CA,5,2010,01,6.2,5.2,water
CA,5,2010,02,6.9,5.0,water
CA,5,2010,03,11.4,6.8,water
CA,5,2010,04,0.7,0.3,water
CA,5,2010,05,2.2,2.2,water
CA,5,2010,06,0.0,0.0,water
CA,5,2011,01,1.7,1.8,water
CA,5,2011,02,3.6,3.6,water
CA,5,2011,03,17.6,6.7,water
CA,5,2011,04,2.3,2.1,water
CA,5,2011,05,0.0,0.0,water
CA,5,2011,06,0.0,0.0,water
CA,5,2012,01,0.8,0.8,water
CA,5,2012,02,1.3,1.4,water
CA,5,2012,03,2.3,1.7,water
CA,5,2012,04,4.3,0.3,water
CA,5,2012,05,0.0,0.0,water
CA,5,2012,06,0.0,0.0,water
CA,5,2013,01,4.1,3.6,water
CA,5,2013,02,3.2,3.8,water
CA,5,2013,03,2.8,2.1,water
CA,5,2013,04,0.0,0.0,water
CA,5,2013,05,0.0,0.0,water
CA,5,2013,06,0.0,0.0,water
CA,5,2014,01,0.1,0.0,water
CA,5,2014,02,0.4,0.3,water
CA,5,2014,03,0.0,0.0,water
CA,5,2014,04,0.5,0.0,water
CA,5,2014,05,0.0,0.0,water
CA,5,2014,06,0.0,0.0,water
CA,5,2015,01,0.2,0.0,water
CA,5,2015,02,0.0,0.0,water
CA,5,2015,03,0.0,0.0,water
CA,5,2015,04,0.0,0.0,water
CA,5,2015,05,0.0,0.0,water
CA,5,2015,06,0.0,0.0,water
CA,5,2016,01,15.3,14.3,water
