date,value,anomaly,year,month,state,type
200002,47.2,1.9,2000,02,CA,temp
200102,43.1,-2.2,2001,02,CA,temp
200202,48.2,2.9,2002,02,CA,temp
200302,45.7,0.4,2003,02,CA,temp
200402,44.2,-1.1,2004,02,CA,temp
200502,47.1,1.8,2005,02,CA,temp
200602,47.7,2.4,2006,02,CA,temp
200702,46.7,1.4,2007,02,CA,temp
200802,45.8,0.5,2008,02,CA,temp
200902,45.3,0.0,2009,02,CA,temp
201002,46.8,1.5,2010,02,CA,temp
201102,43.5,-1.8,2011,02,CA,temp
201202,46.5,1.2,2012,02,CA,temp
201302,45.3,0.0,2013,02,CA,temp
201402,49.8,4.5,2014,02,CA,temp
201502,53.2,7.9,2015,02,CA,temp
201602,51.7,6.4,2016,02,CA,temp
200003,50.2,1.4,2000,03,CA,temp
200103,52.6,3.8,2001,03,CA,temp
200203,48.5,-0.3,2002,03,CA,temp
200303,51.4,2.6,2003,03,CA,temp
200403,56.9,8.1,2004,03,CA,temp
200503,51.1,2.3,2005,03,CA,temp
200603,44.0,-4.8,2006,03,CA,temp
200703,54.5,5.7,2007,03,CA,temp
200803,50.3,1.5,2008,03,CA,temp
200903,49.2,0.4,2009,03,CA,temp
201003,49.0,0.2,2010,03,CA,temp
201103,48.7,-0.1,2011,03,CA,temp
201203,48.8,0.0,2012,03,CA,temp
201303,53.8,5.0,2013,03,CA,temp
201403,53.5,4.7,2014,03,CA,temp
201503,56.9,8.1,2015,03,CA,temp
201603,52.6,3.8,2016,03,CA,temp
200004,57.8,3.8,2000,04,CA,temp
200104,52.0,-2.0,2001,04,CA,temp
200204,56.0,2.0,2002,04,CA,temp
200304,50.1,-3.9,2003,04,CA,temp
200404,57.3,3.3,2004,04,CA,temp
200504,53.0,-1.0,2005,04,CA,temp
200604,53.0,-1.0,2006,04,CA,temp
200704,56.3,2.3,2007,04,CA,temp
200804,54.4,0.4,2008,04,CA,temp
200904,54.3,0.3,2009,04,CA,temp
201004,50.9,-3.1,2010,04,CA,temp
201104,53.4,-0.6,2011,04,CA,temp
201204,55.8,1.8,2012,04,CA,temp
201304,58.2,4.2,2013,04,CA,temp
201404,57.7,3.7,2014,04,CA,temp
201504,56.6,2.6,2015,04,CA,temp
201604,58.0,4.0,2016,04,CA,temp
200005,63.9,3.2,2000,05,CA,temp
200105,68.6,7.9,2001,05,CA,temp
200205,61.5,0.8,2002,05,CA,temp
200305,62.0,1.3,2003,05,CA,temp
200405,63.2,2.5,2004,05,CA,temp
200505,62.2,1.5,2005,05,CA,temp
200605,64.6,3.9,2006,05,CA,temp
200705,64.1,3.4,2007,05,CA,temp
200805,61.7,1.0,2008,05,CA,temp
200905,66.7,6.0,2009,05,CA,temp
201005,56.9,-3.8,2010,05,CA,temp
201105,57.6,-3.1,2011,05,CA,temp
201205,63.9,3.2,2012,05,CA,temp
201305,63.8,3.1,2013,05,CA,temp
201405,64.6,3.9,2014,05,CA,temp
201505,60.8,0.1,2015,05,CA,temp
201605,62.2,1.5,2016,05,CA,temp
200006,72.2,3.9,2000,06,CA,temp
200106,71.4,3.1,2001,06,CA,temp
200206,71.2,2.9,2002,06,CA,temp
200306,71.2,2.9,2003,06,CA,temp
200406,70.4,2.1,2004,06,CA,temp
200506,66.3,-2.0,2005,06,CA,temp
200606,73.2,4.9,2006,06,CA,temp
200706,70.5,2.2,2007,06,CA,temp
200806,71.1,2.8,2008,06,CA,temp
200906,67.5,-0.8,2009,06,CA,temp
201006,69.1,0.8,2010,06,CA,temp
201106,66.9,-1.4,2011,06,CA,temp
201206,69.3,1.0,2012,06,CA,temp
201306,72.4,4.1,2013,06,CA,temp
201406,71.9,3.6,2014,06,CA,temp
201506,74.4,6.1,2015,06,CA,temp
201606,73.4,5.1,2016,06,CA,temp
200001,29.1,5.4,2000,01,CO,temp
200101,24.7,1.0,2001,01,CO,temp
200201,25.4,1.7,2002,01,CO,temp
200301,31.6,7.9,2003,01,CO,temp
200401,26.2,2.5,2004,01,CO,temp
200501,30.2,6.5,2005,01,CO,temp
200601,29.9,6.2,2006,01,CO,temp
200701,19.4,-4.3,2007,01,CO,temp
200801,20.9,-2.8,2008,01,CO,temp
200901,28.3,4.6,2009,01,CO,temp
201001,26.1,2.4,2010,01,CO,temp
201101,24.0,0.3,2011,01,CO,temp
201201,29.4,5.7,2012,01,CO,temp
201301,22.9,-0.8,2013,01,CO,temp
201401,26.4,2.7,2014,01,CO,temp
201501,29.2,5.5,2015,01,CO,temp
201601,25.7,2.0,2016,01,CO,temp
200002,34.3,6.9,2000,02,CO,temp
200102,28.2,0.8,2001,02,CO,temp
200202,27.1,-0.3,2002,02,CO,temp
200302,26.3,-1.1,2003,02,CO,temp
200402,26.3,-1.1,2004,02,CO,temp
200502,31.3,3.9,2005,02,CO,temp
200602,28.0,0.6,2006,02,CO,temp
200702,27.7,0.3,2007,02,CO,temp
200802,27.6,0.2,2008,02,CO,temp
200902,32.2,4.8,2009,02,CO,temp
201002,24.6,-2.8,2010,02,CO,temp
201102,24.2,-3.2,2011,02,CO,temp
201202,27.4,0.0,2012,02,CO,temp
201302,25.7,-1.7,2013,02,CO,temp
201402,27.6,0.2,2014,02,CO,temp
201502,32.1,4.7,2015,02,CO,temp
201602,32.3,4.9,2016,02,CO,temp
200003,36.6,2.9,2000,03,CO,temp
200103,36.1,2.4,2001,03,CO,temp
200203,32.0,-1.7,2002,03,CO,temp
200303,36.6,2.9,2003,03,CO,temp
200403,41.9,8.2,2004,03,CO,temp
200503,35.2,1.5,2005,03,CO,temp
200603,34.9,1.2,2006,03,CO,temp
200703,40.5,6.8,2007,03,CO,temp
200803,33.9,0.2,2008,03,CO,temp
200903,37.1,3.4,2009,03,CO,temp
201003,35.2,1.5,2010,03,CO,temp
201103,37.7,4.0,2011,03,CO,temp
201203,41.9,8.2,2012,03,CO,temp
201303,35.0,1.3,2013,03,CO,temp
201403,36.3,2.6,2014,03,CO,temp
201503,40.6,6.9,2015,03,CO,temp
201603,38.0,4.3,2016,03,CO,temp
200004,46.4,3.9,2000,04,CO,temp
200104,45.9,3.4,2001,04,CO,temp
200204,47.3,4.8,2002,04,CO,temp
200304,45.3,2.8,2003,04,CO,temp
200404,44.4,1.9,2004,04,CO,temp
200504,43.4,0.9,2005,04,CO,temp
200604,47.1,4.6,2006,04,CO,temp
200704,43.3,0.8,2007,04,CO,temp
200804,40.9,-1.6,2008,04,CO,temp
200904,42.0,-0.5,2009,04,CO,temp
201004,43.6,1.1,2010,04,CO,temp
201104,43.0,0.5,2011,04,CO,temp
201204,48.2,5.7,2012,04,CO,temp
201304,39.8,-2.7,2013,04,CO,temp
201404,43.3,0.8,2014,04,CO,temp
201504,44.8,2.3,2015,04,CO,temp
201604,43.7,1.2,2016,04,CO,temp
200005,56.1,4.3,2000,05,CO,temp
200105,53.9,2.1,2001,05,CO,temp
200205,53.4,1.6,2002,05,CO,temp
200305,53.9,2.1,2003,05,CO,temp
200405,54.8,3.0,2004,05,CO,temp
200505,53.2,1.4,2005,05,CO,temp
200605,55.6,3.8,2006,05,CO,temp
200705,53.5,1.7,2007,05,CO,temp
200805,51.0,-0.8,2008,05,CO,temp
200905,54.5,2.7,2009,05,CO,temp
201005,50.1,-1.7,2010,05,CO,temp
201105,49.3,-2.5,2011,05,CO,temp
201205,55.4,3.6,2012,05,CO,temp
201305,52.8,1.0,2013,05,CO,temp
201405,52.5,0.7,2014,05,CO,temp
201505,49.8,-2.0,2015,05,CO,temp
201605,50.8,-1.0,2016,05,CO,temp
200006,63.0,1.8,2000,06,CO,temp
200106,63.9,2.7,2001,06,CO,temp
200206,67.1,5.9,2002,06,CO,temp
200306,60.1,-1.1,2003,06,CO,temp
200406,60.8,-0.4,2004,06,CO,temp
200506,60.9,-0.3,2005,06,CO,temp
200606,65.7,4.5,2006,06,CO,temp
200706,62.9,1.7,2007,06,CO,temp
200806,61.6,0.4,2008,06,CO,temp
200906,59.8,-1.4,2009,06,CO,temp
201006,64.0,2.8,2010,06,CO,temp
201106,62.9,1.7,2011,06,CO,temp
201206,67.9,6.7,2012,06,CO,temp
201306,65.6,4.4,2013,06,CO,temp
201406,62.5,1.3,2014,06,CO,temp
201506,64.9,3.7,2015,06,CO,temp
201606,66.4,5.2,2016,06,CO,temp
200001,25.7,3.7,2000,01,ID,temp
200101,23.0,1.0,2001,01,ID,temp
200201,23.2,1.2,2002,01,ID,temp
200301,31.4,9.4,2003,01,ID,temp
200401,22.8,0.8,2004,01,ID,temp
200501,26.5,4.5,2005,01,ID,temp
200601,27.9,5.9,2006,01,ID,temp
200701,20.7,-1.3,2007,01,ID,temp
200801,19.9,-2.1,2008,01,ID,temp
200901,25.0,3.0,2009,01,ID,temp
201001,28.2,6.2,2010,01,ID,temp
201101,24.0,2.0,2011,01,ID,temp
201201,26.8,4.8,2012,01,ID,temp
201301,20.2,-1.8,2013,01,ID,temp
201401,27.7,5.7,2014,01,ID,temp
201501,28.7,6.7,2015,01,ID,temp
201601,25.8,3.8,2016,01,ID,temp
200002,32.0,5.6,2000,02,ID,temp
200102,25.1,-1.3,2001,02,ID,temp
200202,23.9,-2.5,2002,02,ID,temp
200302,27.1,0.7,2003,02,ID,temp
200402,26.3,-0.1,2004,02,ID,temp
200502,28.5,2.1,2005,02,ID,temp
200602,24.4,-2.0,2006,02,ID,temp
200702,30.9,4.5,2007,02,ID,temp
200802,27.6,1.2,2008,02,ID,temp
200902,27.6,1.2,2009,02,ID,temp
201002,28.9,2.5,2010,02,ID,temp
201102,24.3,-2.1,2011,02,ID,temp
201202,28.0,1.6,2012,02,ID,temp
201302,27.5,1.1,2013,02,ID,temp
201402,28.0,1.6,2014,02,ID,temp
201502,35.2,8.8,2015,02,ID,temp
201602,31.9,5.5,2016,02,ID,temp
200003,34.5,1.9,2000,03,ID,temp
200103,36.6,4.0,2001,03,ID,temp
200203,30.1,-2.5,2002,03,ID,temp
200303,36.3,3.7,2003,03,ID,temp
200403,39.3,6.7,2004,03,ID,temp
200503,35.9,3.3,2005,03,ID,temp
200603,32.4,-0.2,2006,03,ID,temp
200703,38.9,6.3,2007,03,ID,temp
200803,30.3,-2.3,2008,03,ID,temp
200903,31.4,-1.2,2009,03,ID,temp
201003,35.2,2.6,2010,03,ID,temp
201103,33.4,0.8,2011,03,ID,temp
201203,36.4,3.8,2012,03,ID,temp
201303,35.1,2.5,2013,03,ID,temp
201403,36.2,3.6,2014,03,ID,temp
201503,40.9,8.3,2015,03,ID,temp
201603,37.0,4.4,2016,03,ID,temp
200004,45.3,4.3,2000,04,ID,temp
200104,40.1,-0.9,2001,04,ID,temp
200204,41.5,0.5,2002,04,ID,temp
200304,40.8,-0.2,2003,04,ID,temp
200404,44.6,3.6,2004,04,ID,temp
200504,41.7,0.7,2005,04,ID,temp
200604,42.8,1.8,2006,04,ID,temp
200704,43.0,2.0,2007,04,ID,temp
200804,36.3,-4.7,2008,04,ID,temp
200904,40.7,-0.3,2009,04,ID,temp
201004,40.0,-1.0,2010,04,ID,temp
201104,36.4,-4.6,2011,04,ID,temp
201204,44.4,3.4,2012,04,ID,temp
201304,40.1,-0.9,2013,04,ID,temp
201404,41.6,0.6,2014,04,ID,temp
201504,42.3,1.3,2015,04,ID,temp
201604,47.0,6.0,2016,04,ID,temp
200005,50.3,1.0,2000,05,ID,temp
200105,52.7,3.4,2001,05,ID,temp
200205,48.7,-0.6,2002,05,ID,temp
200305,49.9,0.6,2003,05,ID,temp
200405,48.9,-0.4,2004,05,ID,temp
200505,49.9,0.6,2005,05,ID,temp
200605,51.8,2.5,2006,05,ID,temp
200705,52.0,2.7,2007,05,ID,temp
200805,48.9,-0.4,2008,05,ID,temp
200905,50.8,1.5,2009,05,ID,temp
201005,44.1,-5.2,2010,05,ID,temp
201105,45.8,-3.5,2011,05,ID,temp
201205,49.0,-0.3,2012,05,ID,temp
201305,51.0,1.7,2013,05,ID,temp
201405,51.6,2.3,2014,05,ID,temp
201505,51.8,2.5,2015,05,ID,temp
201605,50.7,1.4,2016,05,ID,temp
200006,58.6,1.9,2000,06,ID,temp
200106,57.5,0.8,2001,06,ID,temp
200206,58.8,2.1,2002,06,ID,temp
200306,59.1,2.4,2003,06,ID,temp
200406,58.4,1.7,2004,06,ID,temp
200506,54.3,-2.4,2005,06,ID,temp
200606,60.6,3.9,2006,06,ID,temp
200706,59.6,2.9,2007,06,ID,temp
200806,56.3,-0.4,2008,06,ID,temp
200906,56.3,-0.4,2009,06,ID,temp
201006,55.5,-1.2,2010,06,ID,temp
201106,54.0,-2.7,2011,06,ID,temp
201206,56.9,0.2,2012,06,ID,temp
201306,59.3,2.6,2013,06,ID,temp
201406,56.7,0.0,2014,06,ID,temp
201506,64.7,8.0,2015,06,ID,temp
201606,61.2,4.5,2016,06,ID,temp
200001,22.1,5.4,2000,01,MT,temp
200101,24.6,7.9,2001,01,MT,temp
200201,22.7,6.0,2002,01,MT,temp
200301,24.7,8.0,2003,01,MT,temp
200401,17.0,0.3,2004,01,MT,temp
200501,18.1,1.4,2005,01,MT,temp
200601,31.4,14.7,2006,01,MT,temp
200701,21.8,5.1,2007,01,MT,temp
200801,18.1,1.4,2008,01,MT,temp
200901,21.1,4.4,2009,01,MT,temp
201001,20.6,3.9,2010,01,MT,temp
201101,19.1,2.4,2011,01,MT,temp
201201,25.1,8.4,2012,01,MT,temp
201301,21.7,5.0,2013,01,MT,temp
201401,24.5,7.8,2014,01,MT,temp
201501,24.7,8.0,2015,01,MT,temp
201601,23.5,6.8,2016,01,MT,temp
200002,26.9,5.6,2000,02,MT,temp
200102,16.5,-4.8,2001,02,MT,temp
200202,26.4,5.1,2002,02,MT,temp
200302,21.4,0.1,2003,02,MT,temp
200402,24.1,2.8,2004,02,MT,temp
200502,28.9,7.6,2005,02,MT,temp
200602,23.4,2.1,2006,02,MT,temp
200702,22.0,0.7,2007,02,MT,temp
200802,24.2,2.9,2008,02,MT,temp
200902,25.1,3.8,2009,02,MT,temp
201002,21.1,-0.2,2010,02,MT,temp
201102,16.4,-4.9,2011,02,MT,temp
201202,24.9,3.6,2012,02,MT,temp
201302,27.5,6.2,2013,02,MT,temp
201402,14.7,-6.6,2014,02,MT,temp
201502,26.9,5.6,2015,02,MT,temp
201602,33.7,12.4,2016,02,MT,temp
200003,35.5,6.1,2000,03,MT,temp
200103,33.8,4.4,2001,03,MT,temp
200203,19.8,-9.6,2002,03,MT,temp
200303,29.8,0.4,2003,03,MT,temp
200403,37.5,8.1,2004,03,MT,temp
200503,34.6,5.2,2005,03,MT,temp
200603,30.6,1.2,2006,03,MT,temp
200703,38.9,9.5,2007,03,MT,temp
200803,31.2,1.8,2008,03,MT,temp
200903,28.3,-1.1,2009,03,MT,temp
201003,36.2,6.8,2010,03,MT,temp
201103,28.6,-0.8,2011,03,MT,temp
201203,39.4,10.0,2012,03,MT,temp
201303,30.5,1.1,2013,03,MT,temp
201403,29.4,0.0,2014,03,MT,temp
201503,39.5,10.1,2015,03,MT,temp
201603,37.5,8.1,2016,03,MT,temp
200004,43.2,2.5,2000,04,MT,temp
200104,41.1,0.4,2001,04,MT,temp
200204,37.6,-3.1,2002,04,MT,temp
200304,44.1,3.4,2003,04,MT,temp
200404,44.3,3.6,2004,04,MT,temp
200504,42.7,2.0,2005,04,MT,temp
200604,44.9,4.2,2006,04,MT,temp
200704,40.9,0.2,2007,04,MT,temp
200804,37.6,-3.1,2008,04,MT,temp
200904,39.9,-0.8,2009,04,MT,temp
201004,41.6,0.9,2010,04,MT,temp
201104,37.7,-3.0,2011,04,MT,temp
201204,44.8,4.1,2012,04,MT,temp
201304,36.9,-3.8,2013,04,MT,temp
201404,41.1,0.4,2014,04,MT,temp
201504,42.9,2.2,2015,04,MT,temp
201604,45.1,4.4,2016,04,MT,temp
200005,51.5,1.2,2000,05,MT,temp
200105,53.3,3.0,2001,05,MT,temp
200205,47.5,-2.8,2002,05,MT,temp
200305,50.1,-0.2,2003,05,MT,temp
200405,48.1,-2.2,2004,05,MT,temp
200505,49.1,-1.2,2005,05,MT,temp
200605,52.9,2.6,2006,05,MT,temp
200705,52.1,1.8,2007,05,MT,temp
200805,49.6,-0.7,2008,05,MT,temp
200905,50.5,0.2,2009,05,MT,temp
201005,46.3,-4.0,2010,05,MT,temp
201105,47.1,-3.2,2011,05,MT,temp
201205,49.5,-0.8,2012,05,MT,temp
201305,51.9,1.6,2013,05,MT,temp
201405,51.1,0.8,2014,05,MT,temp
201505,49.6,-0.7,2015,05,MT,temp
201605,51.0,0.7,2016,05,MT,temp
200006,58.0,-0.3,2000,06,MT,temp
200106,58.4,0.1,2001,06,MT,temp
200206,59.5,1.2,2002,06,MT,temp
200306,58.4,0.1,2003,06,MT,temp
200406,56.1,-2.2,2004,06,MT,temp
200506,57.7,-0.6,2005,06,MT,temp
200606,61.6,3.3,2006,06,MT,temp
200706,60.7,2.4,2007,06,MT,temp
200806,56.7,-1.6,2008,06,MT,temp
200906,56.6,-1.7,2009,06,MT,temp
201006,57.5,-0.8,2010,06,MT,temp
201106,56.3,-2.0,2011,06,MT,temp
201206,60.2,1.9,2012,06,MT,temp
201306,59.0,0.7,2013,06,MT,temp
201406,56.5,-1.8,2014,06,MT,temp
201506,63.8,5.5,2015,06,MT,temp
201606,62.4,4.1,2016,06,MT,temp
200001,38.9,5.2,2000,01,NM,temp
200101,31.8,-1.9,2001,01,NM,temp
200201,36.1,2.4,2002,01,NM,temp
200301,40.2,6.5,2003,01,NM,temp
200401,36.6,2.9,2004,01,NM,temp
200501,39.9,6.2,2005,01,NM,temp
200601,38.2,4.5,2006,01,NM,temp
200701,30.8,-2.9,2007,01,NM,temp
200801,32.5,-1.2,2008,01,NM,temp
200901,37.8,4.1,2009,01,NM,temp
201001,33.6,-0.1,2010,01,NM,temp
201101,33.8,0.1,2011,01,NM,temp
201201,38.6,4.9,2012,01,NM,temp
201301,32.0,-1.7,2013,01,NM,temp
201401,36.4,2.7,2014,01,NM,temp
201501,35.7,2.0,2015,01,NM,temp
201601,34.4,0.7,2016,01,NM,temp
200002,43.7,5.9,2000,02,NM,temp
200102,39.3,1.5,2001,02,NM,temp
200202,37.0,-0.8,2002,02,NM,temp
200302,38.6,0.8,2003,02,NM,temp
200402,35.0,-2.8,2004,02,NM,temp
200502,40.1,2.3,2005,02,NM,temp
200602,40.1,2.3,2006,02,NM,temp
200702,39.2,1.4,2007,02,NM,temp
200802,39.6,1.8,2008,02,NM,temp
200902,41.8,4.0,2009,02,NM,temp
201002,35.1,-2.7,2010,02,NM,temp
201102,35.0,-2.8,2011,02,NM,temp
201202,38.2,0.4,2012,02,NM,temp
201302,36.1,-1.7,2013,02,NM,temp
201402,41.9,4.1,2014,02,NM,temp
201502,41.5,3.7,2015,02,NM,temp
201602,42.1,4.3,2016,02,NM,temp
200003,45.7,2.2,2000,03,NM,temp
200103,44.4,0.9,2001,03,NM,temp
200203,43.7,0.2,2002,03,NM,temp
200303,45.1,1.6,2003,03,NM,temp
200403,49.7,6.2,2004,03,NM,temp
200503,43.1,-0.4,2005,03,NM,temp
200603,45.3,1.8,2006,03,NM,temp
200703,47.6,4.1,2007,03,NM,temp
200803,44.9,1.4,2008,03,NM,temp
200903,47.2,3.7,2009,03,NM,temp
201003,43.1,-0.4,2010,03,NM,temp
201103,49.2,5.7,2011,03,NM,temp
201203,47.8,4.3,2012,03,NM,temp
201303,46.6,3.1,2013,03,NM,temp
201403,46.0,2.5,2014,03,NM,temp
201503,47.7,4.2,2015,03,NM,temp
201603,48.3,4.8,2016,03,NM,temp
200004,55.5,4.1,2000,04,NM,temp
200104,54.2,2.8,2001,04,NM,temp
200204,57.3,5.9,2002,04,NM,temp
200304,52.9,1.5,2003,04,NM,temp
200404,51.4,0.0,2004,04,NM,temp
200504,51.7,0.3,2005,04,NM,temp
200604,56.3,4.9,2006,04,NM,temp
200704,51.6,0.2,2007,04,NM,temp
200804,51.6,0.2,2008,04,NM,temp
200904,51.7,0.3,2009,04,NM,temp
201004,52.7,1.3,2010,04,NM,temp
201104,55.6,4.2,2011,04,NM,temp
201204,56.6,5.2,2012,04,NM,temp
201304,52.6,1.2,2013,04,NM,temp
201404,52.3,0.9,2014,04,NM,temp
201504,52.6,1.2,2015,04,NM,temp
201604,52.4,1.0,2016,04,NM,temp
200005,66.0,5.8,2000,05,NM,temp
200105,63.1,2.9,2001,05,NM,temp
200205,62.7,2.5,2002,05,NM,temp
200305,63.2,3.0,2003,05,NM,temp
200405,63.1,2.9,2004,05,NM,temp
200505,61.6,1.4,2005,05,NM,temp
200605,65.1,4.9,2006,05,NM,temp
200705,60.0,-0.2,2007,05,NM,temp
200805,60.2,0.0,2008,05,NM,temp
200905,63.6,3.4,2009,05,NM,temp
201005,59.9,-0.3,2010,05,NM,temp
201105,59.6,-0.6,2011,05,NM,temp
201205,63.4,3.2,2012,05,NM,temp
201305,61.6,1.4,2013,05,NM,temp
201405,60.1,-0.1,2014,05,NM,temp
201505,58.3,-1.9,2015,05,NM,temp
201605,59.3,-0.9,2016,05,NM,temp
200006,70.7,1.5,2000,06,NM,temp
200106,71.5,2.3,2001,06,NM,temp
200206,73.8,4.6,2002,06,NM,temp
200306,69.2,0.0,2003,06,NM,temp
200406,69.9,0.7,2004,06,NM,temp
200506,69.8,0.6,2005,06,NM,temp
200606,73.0,3.8,2006,06,NM,temp
200706,69.8,0.6,2007,06,NM,temp
200806,71.9,2.7,2008,06,NM,temp
200906,69.0,-0.2,2009,06,NM,temp
201006,72.6,3.4,2010,06,NM,temp
201106,73.1,3.9,2011,06,NM,temp
201206,74.2,5.0,2012,06,NM,temp
201306,74.1,4.9,2013,06,NM,temp
201406,72.4,3.2,2014,06,NM,temp
201506,71.7,2.5,2015,06,NM,temp
201606,72.9,3.7,2016,06,NM,temp
200001,35.0,5.0,2000,01,NV,temp
200101,29.7,-0.3,2001,01,NV,temp
200201,30.8,0.8,2002,01,NV,temp
200301,40.7,10.7,2003,01,NV,temp
200401,30.4,0.4,2004,01,NV,temp
200501,32.4,2.4,2005,01,NV,temp
200601,34.1,4.1,2006,01,NV,temp
200701,27.5,-2.5,2007,01,NV,temp
200801,27.6,-2.4,2008,01,NV,temp
200901,34.4,4.4,2009,01,NV,temp
201001,32.9,2.9,2010,01,NV,temp
