date,value,anomaly,year,month,state,type
201101,32.9,2.9,2011,01,NV,temp
201201,35.0,5.0,2012,01,NV,temp
201301,26.0,-4.0,2013,01,NV,temp
201401,37.1,7.1,2014,01,NV,temp
201501,37.7,7.7,2015,01,NV,temp
201601,31.1,1.1,2016,01,NV,temp
200002,38.3,4.2,2000,02,NV,temp
200102,32.0,-2.1,2001,02,NV,temp
200202,35.2,1.1,2002,02,NV,temp
200302,34.1,0.0,2003,02,NV,temp
200402,32.3,-1.8,2004,02,NV,temp
200502,35.4,1.3,2005,02,NV,temp
200602,35.2,1.1,2006,02,NV,temp
200702,36.8,2.7,2007,02,NV,temp
200802,34.6,0.5,2008,02,NV,temp
200902,35.3,1.2,2009,02,NV,temp
201002,35.9,1.8,2010,02,NV,temp
201102,32.9,-1.2,2011,02,NV,temp
201202,34.6,0.5,2012,02,NV,temp
201302,33.3,-0.8,2013,02,NV,temp
201402,39.3,5.2,2014,02,NV,temp
201502,42.8,8.7,2015,02,NV,temp
201602,38.2,4.1,2016,02,NV,temp
200003,41.0,1.5,2000,03,NV,temp
200103,43.8,4.3,2001,03,NV,temp
200203,38.2,-1.3,2002,03,NV,temp
200303,42.7,3.2,2003,03,NV,temp
200403,47.9,8.4,2004,03,NV,temp
200503,41.5,2.0,2005,03,NV,temp
200603,35.8,-3.7,2006,03,NV,temp
200703,45.9,6.4,2007,03,NV,temp
200803,40.2,0.7,2008,03,NV,temp
200903,40.1,0.6,2009,03,NV,temp
201003,39.9,0.4,2010,03,NV,temp
201103,40.6,1.1,2011,03,NV,temp
201203,42.4,2.9,2012,03,NV,temp
201303,44.7,5.2,2013,03,NV,temp
201403,43.5,4.0,2014,03,NV,temp
201503,47.6,8.1,2015,03,NV,temp
201603,44.1,4.6,2016,03,NV,temp
200004,51.5,4.9,2000,04,NV,temp
200104,45.7,-0.9,2001,04,NV,temp
200204,49.5,2.9,2002,04,NV,temp
200304,44.2,-2.4,2003,04,NV,temp
200404,49.4,2.8,2004,04,NV,temp
200504,45.8,-0.8,2005,04,NV,temp
200604,47.7,1.1,2006,04,NV,temp
200704,49.2,2.6,2007,04,NV,temp
200804,45.2,-1.4,2008,04,NV,temp
200904,46.1,-0.5,2009,04,NV,temp
201004,44.2,-2.4,2010,04,NV,temp
201104,44.4,-2.2,2011,04,NV,temp
201204,49.9,3.3,2012,04,NV,temp
201304,48.4,1.8,2013,04,NV,temp
201404,49.0,2.4,2014,04,NV,temp
201504,47.8,1.2,2015,04,NV,temp
201604,50.2,3.6,2016,04,NV,temp
200005,58.6,3.6,2000,05,NV,temp
200105,61.8,6.8,2001,05,NV,temp
200205,55.7,0.7,2002,05,NV,temp
200305,57.0,2.0,2003,05,NV,temp
200405,56.8,1.8,2004,05,NV,temp
200505,56.3,1.3,2005,05,NV,temp
200605,59.0,4.0,2006,05,NV,temp
200705,58.8,3.8,2007,05,NV,temp
200805,54.3,-0.7,2008,05,NV,temp
200905,60.6,5.6,2009,05,NV,temp
201005,49.2,-5.8,2010,05,NV,temp
201105,50.8,-4.2,2011,05,NV,temp
201205,58.0,3.0,2012,05,NV,temp
201305,56.5,1.5,2013,05,NV,temp
201405,57.4,2.4,2014,05,NV,temp
201505,55.4,0.4,2015,05,NV,temp
201605,55.1,0.1,2016,05,NV,temp
200006,68.1,4.2,2000,06,NV,temp
200106,67.1,3.2,2001,06,NV,temp
200206,67.6,3.7,2002,06,NV,temp
200306,67.8,3.9,2003,06,NV,temp
200406,67.0,3.1,2004,06,NV,temp
200506,61.5,-2.4,2005,06,NV,temp
200606,68.9,5.0,2006,06,NV,temp
200706,67.6,3.7,2007,06,NV,temp
200806,65.4,1.5,2008,06,NV,temp
200906,62.4,-1.5,2009,06,NV,temp
201006,64.8,0.9,2010,06,NV,temp
201106,62.4,-1.5,2011,06,NV,temp
201206,66.2,2.3,2012,06,NV,temp
201306,68.7,4.8,2013,06,NV,temp
201406,66.7,2.8,2014,06,NV,temp
201506,71.0,7.1,2015,06,NV,temp
201606,69.7,5.8,2016,06,NV,temp
200001,32.4,2.2,2000,01,OR,temp
200101,32.1,1.9,2001,01,OR,temp
200201,31.8,1.6,2002,01,OR,temp
200301,39.0,8.8,2003,01,OR,temp
200401,32.0,1.8,2004,01,OR,temp
200501,33.8,3.6,2005,01,OR,temp
200601,35.0,4.8,2006,01,OR,temp
200701,30.2,0.0,2007,01,OR,temp
200801,28.5,-1.7,2008,01,OR,temp
200901,34.2,4.0,2009,01,OR,temp
201001,36.9,6.7,2010,01,OR,temp
201101,33.9,3.7,2011,01,OR,temp
201201,34.4,4.2,2012,01,OR,temp
201301,29.7,-0.5,2013,01,OR,temp
201401,36.7,6.5,2014,01,OR,temp
201501,38.1,7.9,2015,01,OR,temp
201601,33.2,3.0,2016,01,OR,temp
200002,37.3,3.2,2000,02,OR,temp
200102,33.1,-1.0,2001,02,OR,temp
200202,35.4,1.3,2002,02,OR,temp
200302,35.0,0.9,2003,02,OR,temp
200402,34.8,0.7,2004,02,OR,temp
200502,36.6,2.5,2005,02,OR,temp
200602,33.8,-0.3,2006,02,OR,temp
200702,36.5,2.4,2007,02,OR,temp
200802,35.8,1.7,2008,02,OR,temp
200902,35.0,0.9,2009,02,OR,temp
201002,37.6,3.5,2010,02,OR,temp
201102,32.7,-1.4,2011,02,OR,temp
201202,34.7,0.6,2012,02,OR,temp
201302,35.1,1.0,2013,02,OR,temp
201402,35.3,1.2,2014,02,OR,temp
201502,41.7,7.6,2015,02,OR,temp
201602,40.3,6.2,2016,02,OR,temp
200003,38.6,0.3,2000,03,OR,temp
200103,41.3,3.0,2001,03,OR,temp
200203,37.0,-1.3,2002,03,OR,temp
200303,41.5,3.2,2003,03,OR,temp
200403,44.2,5.9,2004,03,OR,temp
200503,42.3,4.0,2005,03,OR,temp
200603,36.4,-1.9,2006,03,OR,temp
200703,43.5,5.2,2007,03,OR,temp
200803,36.5,-1.8,2008,03,OR,temp
200903,36.4,-1.9,2009,03,OR,temp
201003,39.5,1.2,2010,03,OR,temp
201103,37.9,-0.4,2011,03,OR,temp
201203,38.3,0.0,2012,03,OR,temp
201303,40.9,2.6,2013,03,OR,temp
201403,41.8,3.5,2014,03,OR,temp
201503,45.7,7.4,2015,03,OR,temp
201603,41.2,2.9,2016,03,OR,temp
200004,47.8,3.9,2000,04,OR,temp
200104,41.8,-2.1,2001,04,OR,temp
200204,45.0,1.1,2002,04,OR,temp
200304,41.8,-2.1,2003,04,OR,temp
200404,47.3,3.4,2004,04,OR,temp
200504,44.0,0.1,2005,04,OR,temp
200604,44.7,0.8,2006,04,OR,temp
200704,44.7,0.8,2007,04,OR,temp
200804,40.3,-3.6,2008,04,OR,temp
200904,43.4,-0.5,2009,04,OR,temp
201004,42.0,-1.9,2010,04,OR,temp
201104,39.5,-4.4,2011,04,OR,temp
201204,45.9,2.0,2012,04,OR,temp
201304,44.6,0.7,2013,04,OR,temp
201404,45.8,1.9,2014,04,OR,temp
201504,44.7,0.8,2015,04,OR,temp
201604,50.2,6.3,2016,04,OR,temp
200005,51.2,0.7,2000,05,OR,temp
200105,55.0,4.5,2001,05,OR,temp
200205,50.2,-0.3,2002,05,OR,temp
200305,51.2,0.7,2003,05,OR,temp
200405,51.0,0.5,2004,05,OR,temp
200505,52.1,1.6,2005,05,OR,temp
200605,53.2,2.7,2006,05,OR,temp
200705,53.1,2.6,2007,05,OR,temp
200805,51.6,1.1,2008,05,OR,temp
200905,53.2,2.7,2009,05,OR,temp
201005,46.5,-4.0,2010,05,OR,temp
201105,46.5,-4.0,2011,05,OR,temp
201205,50.8,0.3,2012,05,OR,temp
201305,52.5,2.0,2013,05,OR,temp
201405,53.3,2.8,2014,05,OR,temp
201505,53.5,3.0,2015,05,OR,temp
201605,53.2,2.7,2016,05,OR,temp
200006,60.2,3.0,2000,06,OR,temp
200106,56.5,-0.7,2001,06,OR,temp
200206,59.9,2.7,2002,06,OR,temp
200306,61.2,4.0,2003,06,OR,temp
200406,59.5,2.3,2004,06,OR,temp
200506,55.0,-2.2,2005,06,OR,temp
200606,60.9,3.7,2006,06,OR,temp
200706,58.6,1.4,2007,06,OR,temp
200806,56.6,-0.6,2008,06,OR,temp
200906,58.4,1.2,2009,06,OR,temp
201006,55.6,-1.6,2010,06,OR,temp
201106,54.9,-2.3,2011,06,OR,temp
201206,55.5,-1.7,2012,06,OR,temp
201306,59.5,2.3,2013,06,OR,temp
201406,58.1,0.9,2014,06,OR,temp
201506,65.6,8.4,2015,06,OR,temp
201606,60.6,3.4,2016,06,OR,temp
200001,31.9,6.6,2000,01,UT,temp
200101,26.3,1.0,2001,01,UT,temp
200201,26.1,0.8,2002,01,UT,temp
200301,35.2,9.9,2003,01,UT,temp
200401,24.2,-1.1,2004,01,UT,temp
200501,32.6,7.3,2005,01,UT,temp
200601,29.9,4.6,2006,01,UT,temp
200701,22.4,-2.9,2007,01,UT,temp
200801,22.8,-2.5,2008,01,UT,temp
200901,29.5,4.2,2009,01,UT,temp
201001,27.0,1.7,2010,01,UT,temp
201101,25.4,0.1,2011,01,UT,temp
201201,31.0,5.7,2012,01,UT,temp
201301,19.7,-5.6,2013,01,UT,temp
201401,30.4,5.1,2014,01,UT,temp
201501,32.2,6.9,2015,01,UT,temp
201601,26.7,1.4,2016,01,UT,temp
200002,36.0,5.7,2000,02,UT,temp
200102,31.7,1.4,2001,02,UT,temp
200202,29.0,-1.3,2002,02,UT,temp
200302,31.0,0.7,2003,02,UT,temp
200402,27.8,-2.5,2004,02,UT,temp
200502,33.5,3.2,2005,02,UT,temp
200602,31.5,1.2,2006,02,UT,temp
200702,34.3,4.0,2007,02,UT,temp
200802,30.5,0.2,2008,02,UT,temp
200902,33.1,2.8,2009,02,UT,temp
201002,29.9,-0.4,2010,02,UT,temp
201102,28.6,-1.7,2011,02,UT,temp
201202,31.7,1.4,2012,02,UT,temp
201302,27.6,-2.7,2013,02,UT,temp
201402,35.7,5.4,2014,02,UT,temp
201502,38.9,8.6,2015,02,UT,temp
201602,33.7,3.4,2016,02,UT,temp
200003,38.8,1.5,2000,03,UT,temp
200103,41.4,4.1,2001,03,UT,temp
200203,36.1,-1.2,2002,03,UT,temp
200303,40.3,3.0,2003,03,UT,temp
200403,45.6,8.3,2004,03,UT,temp
200503,39.0,1.7,2005,03,UT,temp
200603,36.3,-1.0,2006,03,UT,temp
200703,43.1,5.8,2007,03,UT,temp
200803,37.2,-0.1,2008,03,UT,temp
200903,39.3,2.0,2009,03,UT,temp
201003,38.0,0.7,2010,03,UT,temp
201103,39.4,2.1,2011,03,UT,temp
201203,42.6,5.3,2012,03,UT,temp
201303,41.1,3.8,2013,03,UT,temp
201403,41.0,3.7,2014,03,UT,temp
201503,44.9,7.6,2015,03,UT,temp
201603,42.1,4.8,2016,03,UT,temp
200004,51.0,5.5,2000,04,UT,temp
200104,47.0,1.5,2001,04,UT,temp
200204,49.7,4.2,2002,04,UT,temp
200304,45.8,0.3,2003,04,UT,temp
200404,48.0,2.5,2004,04,UT,temp
200504,45.9,0.4,2005,04,UT,temp
200604,48.4,2.9,2006,04,UT,temp
200704,48.3,2.8,2007,04,UT,temp
200804,43.1,-2.4,2008,04,UT,temp
200904,45.3,-0.2,2009,04,UT,temp
201004,44.7,-0.8,2010,04,UT,temp
201104,43.5,-2.0,2011,04,UT,temp
201204,49.6,4.1,2012,04,UT,temp
201304,45.0,-0.5,2013,04,UT,temp
201404,46.7,1.2,2014,04,UT,temp
201504,47.1,1.6,2015,04,UT,temp
201604,47.8,2.3,2016,04,UT,temp
200005,59.3,4.6,2000,05,UT,temp
200105,59.3,4.6,2001,05,UT,temp
200205,56.3,1.6,2002,05,UT,temp
200305,57.4,2.7,2003,05,UT,temp
200405,57.0,2.3,2004,05,UT,temp
200505,56.0,1.3,2005,05,UT,temp
200605,58.9,4.2,2006,05,UT,temp
200705,57.7,3.0,2007,05,UT,temp
200805,52.8,-1.9,2008,05,UT,temp
200905,58.7,4.0,2009,05,UT,temp
201005,50.2,-4.5,2010,05,UT,temp
201105,50.8,-3.9,2011,05,UT,temp
201205,58.0,3.3,2012,05,UT,temp
201305,56.0,1.3,2013,05,UT,temp
201405,56.5,1.8,2014,05,UT,temp
201505,53.8,-0.9,2015,05,UT,temp
201605,54.4,-0.3,2016,05,UT,temp
200006,67.3,3.3,2000,06,UT,temp
200106,67.1,3.1,2001,06,UT,temp
200206,68.7,4.7,2002,06,UT,temp
200306,66.0,2.0,2003,06,UT,temp
200406,66.1,2.1,2004,06,UT,temp
200506,61.8,-2.2,2005,06,UT,temp
200606,68.8,4.8,2006,06,UT,temp
200706,68.2,4.2,2007,06,UT,temp
200806,65.0,1.0,2008,06,UT,temp
200906,62.0,-2.0,2009,06,UT,temp
201006,65.4,1.4,2010,06,UT,temp
201106,63.3,-0.7,2011,06,UT,temp
201206,68.7,4.7,2012,06,UT,temp
201306,69.2,5.2,2013,06,UT,temp
201406,66.0,2.0,2014,06,UT,temp
201506,70.1,6.1,2015,06,UT,temp
201606,70.9,6.9,2016,06,UT,temp
200001,30.5,2.1,2000,01,WA,temp
200101,31.8,3.4,2001,01,WA,temp
200201,32.9,4.5,2002,01,WA,temp
200301,36.1,7.7,2003,01,WA,temp
200401,29.8,1.4,2004,01,WA,temp
200501,31.5,3.1,2005,01,WA,temp
200601,35.9,7.5,2006,01,WA,temp
200701,28.6,0.2,2007,01,WA,temp
200801,27.4,-1.0,2008,01,WA,temp
200901,30.1,1.7,2009,01,WA,temp
201001,36.3,7.9,2010,01,WA,temp
201101,32.1,3.7,2011,01,WA,temp
201201,30.7,2.3,2012,01,WA,temp
201301,29.1,0.7,2013,01,WA,temp
201401,34.1,5.7,2014,01,WA,temp
201501,35.1,6.7,2015,01,WA,temp
201601,33.0,4.6,2016,01,WA,temp
200002,35.2,2.1,2000,02,WA,temp
200102,32.1,-1.0,2001,02,WA,temp
200202,34.3,1.2,2002,02,WA,temp
200302,35.4,2.3,2003,02,WA,temp
200402,35.1,2.0,2004,02,WA,temp
200502,35.9,2.8,2005,02,WA,temp
200602,32.8,-0.3,2006,02,WA,temp
200702,35.6,2.5,2007,02,WA,temp
200802,35.4,2.3,2008,02,WA,temp
200902,33.1,0.0,2009,02,WA,temp
201002,38.5,5.4,2010,02,WA,temp
201102,31.1,-2.0,2011,02,WA,temp
201202,34.5,1.4,2012,02,WA,temp
201302,35.5,2.4,2013,02,WA,temp
201402,29.8,-3.3,2014,02,WA,temp
201502,40.8,7.7,2015,02,WA,temp
201602,39.2,6.1,2016,02,WA,temp
200003,39.1,0.5,2000,03,WA,temp
200103,40.1,1.5,2001,03,WA,temp
200203,35.6,-3.0,2002,03,WA,temp
200303,41.0,2.4,2003,03,WA,temp
200403,42.9,4.3,2004,03,WA,temp
200503,42.7,4.1,2005,03,WA,temp
200603,38.8,0.2,2006,03,WA,temp
200703,41.5,2.9,2007,03,WA,temp
200803,37.0,-1.6,2008,03,WA,temp
200903,35.3,-3.3,2009,03,WA,temp
201003,40.9,2.3,2010,03,WA,temp
201103,38.4,-0.2,2011,03,WA,temp
201203,37.6,-1.0,2012,03,WA,temp
201303,40.2,1.6,2013,03,WA,temp
201403,40.1,1.5,2014,03,WA,temp
201503,44.8,6.2,2015,03,WA,temp
201603,41.9,3.3,2016,03,WA,temp
200004,47.8,2.7,2000,04,WA,temp
200104,43.5,-1.6,2001,04,WA,temp
200204,44.7,-0.4,2002,04,WA,temp
200304,44.6,-0.5,2003,04,WA,temp
200404,48.6,3.5,2004,04,WA,temp
200504,46.3,1.2,2005,04,WA,temp
200604,45.7,0.6,2006,04,WA,temp
200704,44.9,-0.2,2007,04,WA,temp
200804,40.8,-4.3,2008,04,WA,temp
200904,44.1,-1.0,2009,04,WA,temp
201004,44.6,-0.5,2010,04,WA,temp
201104,40.2,-4.9,2011,04,WA,temp
201204,46.0,0.9,2012,04,WA,temp
201304,44.7,-0.4,2013,04,WA,temp
201404,45.8,0.7,2014,04,WA,temp
201504,45.7,0.6,2015,04,WA,temp
201604,51.6,6.5,2016,04,WA,temp
200005,51.1,-0.7,2000,05,WA,temp
200105,53.1,1.3,2001,05,WA,temp
200205,49.7,-2.1,2002,05,WA,temp
200305,51.3,-0.5,2003,05,WA,temp
200405,52.4,0.6,2004,05,WA,temp
200505,54.7,2.9,2005,05,WA,temp
200605,53.0,1.2,2006,05,WA,temp
200705,52.9,1.1,2007,05,WA,temp
200805,53.1,1.3,2008,05,WA,temp
200905,52.3,0.5,2009,05,WA,temp
201005,48.7,-3.1,2010,05,WA,temp
201105,48.6,-3.2,2011,05,WA,temp
201205,50.9,-0.9,2012,05,WA,temp
201305,53.5,1.7,2013,05,WA,temp
201405,54.3,2.5,2014,05,WA,temp
201505,56.0,4.2,2015,05,WA,temp
201605,55.2,3.4,2016,05,WA,temp
200006,58.5,0.8,2000,06,WA,temp
200106,55.6,-2.1,2001,06,WA,temp
200206,59.5,1.8,2002,06,WA,temp
200306,60.9,3.2,2003,06,WA,temp
200406,60.4,2.7,2004,06,WA,temp
200506,57.0,-0.7,2005,06,WA,temp
200606,59.9,2.2,2006,06,WA,temp
200706,57.5,-0.2,2007,06,WA,temp
200806,56.2,-1.5,2008,06,WA,temp
200906,59.9,2.2,2009,06,WA,temp
201006,55.9,-1.8,2010,06,WA,temp
201106,55.5,-2.2,2011,06,WA,temp
201206,55.0,-2.7,2012,06,WA,temp
201306,58.7,1.0,2013,06,WA,temp
201406,58.3,0.6,2014,06,WA,temp
201506,65.5,7.8,2015,06,WA,temp
201606,59.9,2.2,2016,06,WA,temp
200001,24.0,5.6,2000,01,WY,temp
200101,20.9,2.5,2001,01,WY,temp
200201,20.2,1.8,2002,01,WY,temp
200301,28.0,9.6,2003,01,WY,temp
200401,20.8,2.4,2004,01,WY,temp
200501,24.6,6.2,2005,01,WY,temp
200601,26.9,8.5,2006,01,WY,temp
200701,16.5,-1.9,2007,01,WY,temp
200801,16.2,-2.2,2008,01,WY,temp
200901,23.4,5.0,2009,01,WY,temp
201001,22.2,3.8,2010,01,WY,temp
201101,20.3,1.9,2011,01,WY,temp
201201,25.1,6.7,2012,01,WY,temp
201301,19.9,1.5,2013,01,WY,temp
201401,23.3,4.9,2014,01,WY,temp
201501,25.6,7.2,2015,01,WY,temp
201601,22.7,4.3,2016,01,WY,temp
200002,29.4,7.1,2000,02,WY,temp
200102,19.8,-2.5,2001,02,WY,temp
200202,22.9,0.6,2002,02,WY,temp
200302,20.2,-2.1,2003,02,WY,temp
200402,23.4,1.1,2004,02,WY,temp
200502,26.6,4.3,2005,02,WY,temp
200602,21.3,-1.0,2006,02,WY,temp
200702,24.8,2.5,2007,02,WY,temp
200802,23.5,1.2,2008,02,WY,temp
200902,26.8,4.5,2009,02,WY,temp
201002,21.5,-0.8,2010,02,WY,temp
201102,18.0,-4.3,2011,02,WY,temp
201202,22.7,0.4,2012,02,WY,temp
201302,22.6,0.3,2013,02,WY,temp
201402,20.0,-2.3,2014,02,WY,temp
201502,28.4,6.1,2015,02,WY,temp
201602,29.9,7.6,2016,02,WY,temp
200003,33.4,4.3,2000,03,WY,temp
200103,32.5,3.4,2001,03,WY,temp
200203,24.8,-4.3,2002,03,WY,temp
200303,32.0,2.9,2003,03,WY,temp
200403,36.5,7.4,2004,03,WY,temp
200503,32.5,3.4,2005,03,WY,temp
200603,30.3,1.2,2006,03,WY,temp
200703,37.7,8.6,2007,03,WY,temp
200803,28.4,-0.7,2008,03,WY,temp
200903,30.8,1.7,2009,03,WY,temp
201003,34.2,5.1,2010,03,WY,temp
201103,32.0,2.9,2011,03,WY,temp
201203,39.4,10.3,2012,03,WY,temp
201303,31.3,2.2,2013,03,WY,temp
201403,32.3,3.2,2014,03,WY,temp
201503,37.6,8.5,2015,03,WY,temp
201603,34.4,5.3,2016,03,WY,temp
200004,42.5,3.7,2000,04,WY,temp
200104,41.1,2.3,2001,04,WY,temp
200204,40.1,1.3,2002,04,WY,temp
200304,42.7,3.9,2003,04,WY,temp
200404,42.2,3.4,2004,04,WY,temp
200504,40.3,1.5,2005,04,WY,temp
200604,43.5,4.7,2006,04,WY,temp
200704,40.5,1.7,2007,04,WY,temp
200804,35.7,-3.1,2008,04,WY,temp
200904,38.4,-0.4,2009,04,WY,temp
201004,39.2,0.4,2010,04,WY,temp
201104,37.1,-1.7,2011,04,WY,temp
201204,44.7,5.9,2012,04,WY,temp
201304,34.7,-4.1,2013,04,WY,temp
201404,39.7,0.9,2014,04,WY,temp
201504,41.3,2.5,2015,04,WY,temp
201604,41.8,3.0,2016,04,WY,temp
200005,51.3,2.9,2000,05,WY,temp
200105,51.3,2.9,2001,05,WY,temp
200205,47.7,-0.7,2002,05,WY,temp
200305,49.8,1.4,2003,05,WY,temp
200405,49.4,1.0,2004,05,WY,temp
200505,47.9,-0.5,2005,05,WY,temp
200605,51.2,2.8,2006,05,WY,temp
200705,51.1,2.7,2007,05,WY,temp
200805,46.8,-1.6,2008,05,WY,temp
200905,50.0,1.6,2009,05,WY,temp
201005,44.0,-4.4,2010,05,WY,temp
201105,44.2,-4.2,2011,05,WY,temp
201205,50.0,1.6,2012,05,WY,temp
201305,50.4,2.0,2013,05,WY,temp
201405,50.1,1.7,2014,05,WY,temp
201505,46.9,-1.5,2015,05,WY,temp
201605,47.8,-0.6,2016,05,WY,temp
200006,58.3,0.7,2000,06,WY,temp
200106,59.9,2.3,2001,06,WY,temp
200206,61.3,3.7,2002,06,WY,temp
200306,56.1,-1.5,2003,06,WY,temp
200406,56.6,-1.0,2004,06,WY,temp
200506,57.2,-0.4,2005,06,WY,temp
200606,62.6,5.0,2006,06,WY,temp
200706,61.0,3.4,2007,06,WY,temp
200806,56.4,-1.2,2008,06,WY,temp
200906,55.4,-2.2,2009,06,WY,temp
201006,57.4,-0.2,2010,06,WY,temp
201106,56.4,-1.2,2011,06,WY,temp
201206,62.8,5.2,2012,06,WY,temp
201306,60.7,3.1,2013,06,WY,temp
201406,56.4,-1.2,2014,06,WY,temp
201506,62.9,5.3,2015,06,WY,temp
201606,63.8,6.2,2016,06,WY,temp
200001,0.28,-0.86,2000,01,AZ,precip
200101,1.70,0.56,2001,01,AZ,precip
200201,0.19,-0.95,2002,01,AZ,precip
200301,0.32,-0.82,2003,01,AZ,precip
200401,0.71,-0.43,2004,01,AZ,precip
200501,2.83,1.69,2005,01,AZ,precip
200601,0.13,-1.01,2006,01,AZ,precip
200701,0.79,-0.35,2007,01,AZ,precip
200801,1.99,0.85,2008,01,AZ,precip
200901,0.52,-0.62,2009,01,AZ,precip
201001,3.41,2.27,2010,01,AZ,precip
201101,0.05,-1.09,2011,01,AZ,precip
201201,0.26,-0.88,2012,01,AZ,precip
201301,1.30,0.16,2013,01,AZ,precip
201401,0.03,-1.11,2014,01,AZ,precip
201501,1.79,0.65,2015,01,AZ,precip
201601,1.40,0.26,2016,01,AZ,precip
200002,0.59,-0.56,2000,02,AZ,precip
200102,1.00,-0.15,2001,02,AZ,precip
200202,0.10,-1.05,2002,02,AZ,precip
200302,2.44,1.29,2003,02,AZ,precip
200402,1.07,-0.08,2004,02,AZ,precip
200502,3.35,2.20,2005,02,AZ,precip
200602,0.04,-1.11,2006,02,AZ,precip
200702,0.56,-0.59,2007,02,AZ,precip
200802,1.19,0.04,2008,02,AZ,precip
200902,1.02,-0.13,2009,02,AZ,precip
201002,1.44,0.29,2010,02,AZ,precip
201102,1.05,-0.10,2011,02,AZ,precip
201202,0.43,-0.72,2012,02,AZ,precip
201302,0.51,-0.64,2013,02,AZ,precip
201402,0.16,-0.99,2014,02,AZ,precip
201502,0.64,-0.51,2015,02,AZ,precip
201602,0.30,-0.85,2016,02,AZ,precip
200003,1.73,0.61,2000,03,AZ,precip
200103,1.04,-0.08,2001,03,AZ,precip
200203,0.22,-0.90,2002,03,AZ,precip
200303,1.07,-0.05,2003,03,AZ,precip
200403,0.75,-0.37,2004,03,AZ,precip
200503,0.86,-0.26,2005,03,AZ,precip
200603,1.41,0.29,2006,03,AZ,precip
200703,0.83,-0.29,2007,03,AZ,precip
200803,0.07,-1.05,2008,03,AZ,precip
200903,0.17,-0.95,2009,03,AZ,precip
201003,1.03,-0.09,2010,03,AZ,precip
201103,0.33,-0.79,2011,03,AZ,precip
201203,0.69,-0.43,2012,03,AZ,precip
201303,0.57,-0.55,2013,03,AZ,precip
201403,0.90,-0.22,2014,03,AZ,precip
201503,1.12,0.00,2015,03,AZ,precip
201603,0.11,-1.01,2016,03,AZ,precip
200004,0.11,-0.46,2000,04,AZ,precip
200104,0.97,0.40,2001,04,AZ,precip
200204,0.18,-0.39,2002,04,AZ,precip
200304,0.29,-0.28,2003,04,AZ,precip
200404,1.32,0.75,2004,04,AZ,precip
200504,0.70,0.13,2005,04,AZ,precip
200604,0.24,-0.33,2006,04,AZ,precip
200704,0.24,-0.33,2007,04,AZ,precip
200804,0.02,-0.55,2008,04,AZ,precip
200904,0.29,-0.28,2009,04,AZ,precip
201004,0.27,-0.30,2010,04,AZ,precip
201104,0.41,-0.16,2011,04,AZ,precip
201204,0.32,-0.25,2012,04,AZ,precip
201304,0.20,-0.37,2013,04,AZ,precip
201404,0.24,-0.33,2014,04,AZ,precip
201504,0.42,-0.15,2015,04,AZ,precip
201604,0.81,0.24,2016,04,AZ,precip
200005,0.02,-0.32,2000,05,AZ,precip
200105,0.37,0.03,2001,05,AZ,precip
200205,0.01,-0.33,2002,05,AZ,precip
200305,0.10,-0.24,2003,05,AZ,precip
200405,0.01,-0.33,2004,05,AZ,precip
200505,0.21,-0.13,2005,05,AZ,precip
200605,0.05,-0.29,2006,05,AZ,precip
200705,0.30,-0.04,2007,05,AZ,precip
200805,0.65,0.31,2008,05,AZ,precip
200905,0.74,0.40,2009,05,AZ,precip
201005,0.06,-0.28,2010,05,AZ,precip
201105,0.28,-0.06,2011,05,AZ,precip
201205,0.05,-0.29,2012,05,AZ,precip
201305,0.06,-0.28,2013,05,AZ,precip
201405,0.07,-0.27,2014,05,AZ,precip
201505,1.00,0.66,2015,05,AZ,precip
201605,0.53,0.19,2016,05,AZ,precip
200006,0.73,0.44,2000,06,AZ,precip
200106,0.24,-0.05,2001,06,AZ,precip
200206,0.01,-0.28,2002,06,AZ,precip
200306,0.05,-0.24,2003,06,AZ,precip
200406,0.09,-0.20,2004,06,AZ,precip
200506,0.21,-0.08,2005,06,AZ,precip
200606,0.34,0.05,2006,06,AZ,precip
200706,0.12,-0.17,2007,06,AZ,precip
200806,0.15,-0.14,2008,06,AZ,precip
200906,0.34,0.05,2009,06,AZ,precip
201006,0.08,-0.21,2010,06,AZ,precip
201106,0.02,-0.27,2011,06,AZ,precip
201206,0.08,-0.21,2012,06,AZ,precip
201306,0.03,-0.26,2013,06,AZ,precip
201406,0.01,-0.28,2014,06,AZ,precip
201506,0.80,0.51,2015,06,AZ,precip
201606,0.43,0.14,2016,06,AZ,precip
200001,5.09,0.84,2000,01,CA,precip
200101,3.52,-0.73,2001,01,CA,precip
200201,2.22,-2.03,2002,01,CA,precip
200301,1.92,-2.33,2003,01,CA,precip
200401,2.27,-1.98,2004,01,CA,precip
200501,5.56,1.31,2005,01,CA,precip
200601,4.54,0.29,2006,01,CA,precip
200701,0.81,-3.44,2007,01,CA,precip
200801,7.11,2.86,2008,01,CA,precip
200901,1.27,-2.98,2009,01,CA,precip
201001,6.48,2.23,2010,01,CA,precip
201101,1.28,-2.97,2011,01,CA,precip
201201,3.12,-1.13,2012,01,CA,precip
201301,1.19,-3.06,2013,01,CA,precip
201401,0.54,-3.71,2014,01,CA,precip
201501,0.65,-3.60,2015,01,CA,precip
201601,6.44,2.19,2016,01,CA,precip
200002,6.93,3.08,2000,02,CA,precip
200102,4.42,0.57,2001,02,CA,precip
200202,1.45,-2.40,2002,02,CA,precip
