Site_Name,Station,Ntwk,Elev,Lat,Lon,state
Mc Renolds Reservoir,11F12,SNOW,6720,43.97,-111.07,ID
Mccall U Of I Campus,16E20,SNOW,5020,44.93,-116.08,ID
Meadow Lake,13E18S,SNTL,9150,44.44,-113.32,ID
Mesa Ditch,16E19,SNOW,3450,44.63,-116.37,ID
Mica Creek,16B14S,SNTL,4510,47.15,-116.27,ID
Mill Creek Summit,14E01S,SNTL,8800,44.47,-114.49,ID
Moonshine,13E06S,SNTL,7440,44.41,-113.4,ID
Moores Creek Summit,15F01,SNOW,6100,43.92,-115.67,ID
Moose Creek,13D16S,SNTL,6200,45.67,-113.95,ID
Mores Creek Summit,15F01S,SNTL,6100,43.93,-115.67,ID
Morgan Creek,14E04S,SNTL,7600,44.84,-114.27,ID
Morse Creek Sawmill,13E26,SNOW,7120,44.65,-113.77,ID
Moscow Mountain,16C02S,SNTL,4700,46.81,-116.85,ID
Mosquito Ridge,16A04S,SNTL,5200,48.06,-116.23,ID
Mount Baldy,14F09,SNOW,8920,43.67,-114.4,ID
Mountain Meadows,15D06S,SNTL,6360,45.7,-115.23,ID
Mud Creek,11F14,SNOW,7100,43.28,-111.88,ID
Mud Flat,16G07S,SNTL,5730,42.6,-116.56,ID
Mud Spring,14F20,SNOW,5600,43.2,-114.67,ID
Muldoon,13F05,SNOW,6320,43.57,-113.92,ID
Myrtle Creek,16A14S,SNTL,3520,48.72,-116.46,ID
North Crane Creek,16E17,SNOW,4419,44.32,-116.4,ID
Oxford Spring,12G18S,SNTL,6740,42.26,-112.13,ID
Packsaddle Spring,11F18,SNOW,8200,43.72,-111.35,ID
Pebble Creek,12G02,SNOW,6400,42.77,-112.1,ID
Perreau Meadows,14D05,SNOW,8500,45.13,-114.07,ID
Pierce R.S.,15C05S,SNTL,3080,46.49,-115.8,ID
Pierce Ranger Station,15C05,SNOW,3080,46.5,-115.8,ID
Pine Creek Pass,11F02S,SNTL,6720,43.57,-111.21,ID
Placer Creek,16E02,SNOW,5860,44.82,-116.7,ID
Prairie,15F06S,SNTL,4800,43.51,-115.57,ID
Ragged Mountain,17B06,SNOW,4200,47.85,-117.03,ID
Ragged Mountain,17B06S,SNTL,4210,47.86,-117.04,ID
Rattlesnake Spring,15F19,SNOW,3950,43.2,-115.55,ID
Red Canyon AM,16G11,SNOW,6600,42.43,-116.85,ID
Reynolds Creek,16F08S,SNTL,5600,43.29,-116.85,ID
Reynolds Mountain,16F08,SNOW,6752,43.67,-116.75,ID
Reynolds West Fork #1,16F10,SNOW,6952,43.67,-116.8,ID
Reynolds West Fork #2,16F09,SNOW,6798,43.07,-116.8,ID
Reynolds-Dobson Divide,16F11,SNOW,7064,43.08,-116.82,ID
Roland Summit,15B05,SNOW,5120,47.4,-115.65,ID
Sandpoint Exp Stn,16A11,SNOW,2100,48.28,-116.57,ID
Savage Pass,14C04S,SNTL,6170,46.47,-114.63,ID
Schwartz Lake,13E16S,SNTL,8540,44.85,-113.84,ID
Schweitzer Basin,16A10S,SNTL,6090,48.37,-116.64,ID
Secesh Summit,15D01S,SNTL,6520,45.19,-115.97,ID
Sedgwick Peak,11G30S,SNTL,7850,42.52,-111.96,ID
Shanghi Summit,15C04S,SNTL,4570,46.57,-115.74,ID
Sheep Mtn.,11F11S,SNTL,6570,43.21,-111.69,ID
Sherwin,16C01S,SNTL,3200,46.95,-116.34,ID
Shirts Creek,16E16,SNOW,4425,44.42,-116.43,ID
Skitwish Ridge,16B11,SNOW,4850,47.72,-116.5,ID
Slug Creek Divide,11G05S,SNTL,7225,42.56,-111.3,ID
Smiley Mountain,13F13S,SNTL,9520,43.73,-113.83,ID
Soldier R.S.,14F11S,SNTL,5740,43.48,-114.83,ID
Somsen Ranch,11G01S,SNTL,6800,42.95,-111.36,ID
South Mtn.,16G01S,SNTL,6500,42.76,-116.9,ID
Spring Mountain Canyon,13E30,SNOW,8800,44.35,-113.25,ID
Squaw Flat,16E05S,SNTL,6240,44.77,-116.25,ID
Squaw Meadow,15D02,SNOW,5900,45.15,-116,ID
State Line,11F01,SNOW,6660,43.55,-111.05,ID
Stickney Mill,14F02S,SNTL,7430,43.86,-114.21,ID
Strawberry Creek,11G09,SNOW,5820,42.31,-111.67,ID
Sublett,12G08,SNOW,5950,42.38,-112.97,ID
Succor Creek AM,16F06,SNOW,6310,43.12,-116.88,ID
Sunset,15B09S,SNTL,5540,47.56,-115.82,ID
Swede Peak,13F09S,SNTL,7640,43.63,-113.97,ID
Telfer Ranch,13F06,SNOW,5840,43.53,-113.77,ID
Thorson Cabin #2,17E06,SNOW,5100,44.55,-117,ID
Tollgate,15F20,SNOW,4590,43.23,-115.58,ID
Trinity Mtn.,15F05S,SNTL,7770,43.63,-115.44,ID
Tripod Summit,16E03,SNOW,5260,44.28,-116.13,ID
Twin Spirit Divide,16B12,SNOW,3480,47.9,-117,ID
Upper Elkhorn,12G10,SNOW,7140,42.35,-112.31,ID
Upper Home Canyon,11G26,SNOW,8560,42.42,-111.23,ID
Valley View,11E08,SNOW,6680,44.63,-111.32,ID
Van Wyck,16E14S,SNTL,4920,44.38,-116.34,ID
Vaught Ranch AM,16G12,SNOW,5850,42.49,-116.44,ID
Vienna Mine,14F04S,SNTL,8960,43.8,-114.85,ID
Webb Creek #2,16C21,SNOW,4720,46.15,-116.77,ID
Webber Creek,12E05,SNOW,6700,44.35,-112.67,ID
West Branch,16D08S,SNTL,5560,45.07,-116.45,ID
White Elephant,11E36S,SNTL,7710,44.53,-111.41,ID
Wildhorse Divide,12G17S,SNTL,6490,42.76,-112.48,ID
Willow Flat,11G04,SNOW,6070,42.14,-111.63,ID
Wilson Creek,15G02S,SNTL,7120,42.01,-115,ID
Worm Creek,11G28,SNOW,6620,42.18,-111.68,ID
