Site_Name,Station,Ntwk,Elev,Lat,Lon,state
City Creek,11J62,SNOW,7500,40.83,-111.73,UT
Clayton Springs,11M06S,SNTL,10049,37.97,-111.83,UT
Clear Creek #1,11K21S,SNTL,8908,39.87,-111.28,UT
Clear Creek #2,11K22S,SNTL,7659,39.89,-111.25,UT
Corral,10K05,SNOW,8159,39.66,-110.38,UT
Corral,10k05s,SNTL,8159,39.66,-110.38,UT
Currant Creek,11J32S,SNTL,8000,40.36,-111.09,UT
Daniels-Strawberry,11J23S,SNTL,8037,40.3,-111.26,UT
Dill's Camp,11K15S,SNTL,9182,39.05,-111.47,UT
Donkey Reservoir,11L05S,SNTL,9800,38.21,-111.48,UT
Dry Bread Pond,11H55S,SNTL,8350,41.41,-111.54,UT
Dry Fork,12J09S,SNTL,7093,40.57,-112.17,UT
East Fork-Black's Fork G.S.,10J21,SNOW,9308,40.88,-110.54,UT
East Willow Creek,09K01S,SNTL,8301,39.31,-109.53,UT
EF Blacks Fork GS,10J21S,SNTL,9360,40.88,-110.54,UT
Farmington,11J11S,SNTL,8000,40.99,-111.82,UT
Farmington Canyon-Lower,11J12,SNOW,6950,40.99,-111.82,UT
Farmington Lower,11J12S,SNTL,6779,40.97,-111.81,UT
Farnsworth Lake,11L01S,SNTL,9682,38.77,-111.68,UT
Fish Lake,11L03,SNOW,8818,38.51,-111.77,UT
Fish Lake Utah,11L03S,SNTL,8798,38.5,-111.77,UT
Five Points Lake,10J26S,SNTL,10940,40.72,-110.47,UT
Frances Flats,11J63,SNOW,6700,40.83,-111.77,UT
G.B.R.C. Headquarters,11K11,SNOW,8541,39.32,-111.49,UT
G.B.R.C. Meadows,11K10,SNOW,9780,39.3,-111.45,UT
Garden City Summit,11H07,SNOW,7600,41.92,-111.47,UT
Garden City Summit,11H07S,SNTL,7705,41.92,-111.47,UT
Gardner Peak,13M07S,SNTL,8322,37.4,-113.46,UT
GBRC HQ,11K11S,SNTL,8541,39.32,-111.49,UT
GBRC Meadows,11K10S,SNTL,9780,39.3,-111.45,UT
George Creek,13H05,SNOW,8994,41.92,-113.41,UT
George Creek,13H05S,SNTL,9005,41.92,-113.41,UT
Gooseberry RS,11L02,SNOW,8374,38.79,-111.69,UT
Gooseberry RS,11L12S,SNTL,7950,38.8,-111.68,UT
Gooseberry RS Up,11L02S,SNTL,8400,38.79,-111.69,UT
Gutz Peak,13M06S,SNTL,6763,37.5,-113.94,UT
Hardscrabble,11J37S,SNTL,7250,40.87,-111.72,UT
Harris Flat,12M05S,SNTL,7800,37.49,-112.58,UT
Hayden Fork,10J44S,SNTL,9212,40.8,-110.88,UT
Henry's Fork,10J24,SNOW,10000,40.86,-110.38,UT
Hewinta,10J04S,SNTL,9519,40.95,-110.48,UT
Hickerson Park,09J08S,SNTL,9145,40.91,-109.96,UT
Hidden Springs,11J59,SNOW,5500,40.82,-111.81,UT
Hobble Creek,11J22S,SNTL,7399,40.19,-111.36,UT
Hobble Creek Summit,11J22,SNOW,7399,40.19,-111.36,UT
Hole-in-Rock,10J01S,SNTL,9150,40.92,-110.19,UT
Horse Ridge,11H21S,SNTL,8160,41.31,-111.45,UT
Huntington Horse,11K05S,SNTL,9657,39.61,-111.3,UT
Huntington-Horseshoe,11K05,SNOW,9657,39.61,-111.3,UT
Indian Canyon,10K01S,SNTL,9175,39.89,-110.75,UT
Johnson Valley,11L06,SNOW,8853,38.62,-111.65,UT
Jones Corral,12L20S,SNTL,9749,38.07,-112.17,UT
Jones Corral G.S.,12L20,SNOW,9720,38.07,-112.17,UT
Kilfoil Creek,11H31,SNOW,7300,41.25,-111.41,UT
Kilfoil Creek,11H31S,SNTL,7220,41.25,-111.41,UT
Killyon Canyon,11J60,SNOW,6300,40.8,-111.7,UT
Kimberly Mine,12L06S,SNTL,9129,38.48,-112.39,UT
King's Cabin,09J01S,SNTL,8724,40.72,-109.54,UT
Klondike Narrows,11H01,SNOW,7400,41.97,-111.6,UT
Klondike Narrows,11H01S,SNTL,7250,41.97,-111.6,UT
Kolob,13M05S,SNTL,9206,37.53,-113.05,UT
Lakefork #1,10J10S,SNTL,10415,40.6,-110.43,UT
Lakefork #3,10J12S,SNTL,8464,40.55,-110.35,UT
Lakefork Basin,10J25S,SNTL,10966,40.74,-110.62,UT
Lakefork Mountain #3,10J12,SNOW,8464,40.55,-110.35,UT
Lambs Canyon,11J41,SNOW,7463,40.72,-111.62,UT
Lasal Mountain,09L03S,SNTL,9560,38.48,-109.27,UT
Lasal Mountain-Lower,09L01,SNOW,8825,38.48,-109.29,UT
Lasal Mountain-Lower,09L01S,SNTL,8825,38.48,-109.29,UT
Lightning Ridge,11H59S,SNTL,8215,41.36,-111.49,UT
Lily Lake,10J35S,SNTL,9156,40.86,-110.8,UT
Little Bear,11H25S,SNTL,6544,41.41,-111.83,UT
Little Bear-Lower,11H26,SNOW,6000,41.43,-111.84,UT
Little Grassy,13M04S,SNTL,6100,37.49,-113.85,UT
Lonesome Beaver,10M01S,SNTL,9700,38.08,-110.77,UT
Long Flat,13M02S,SNTL,8000,37.51,-113.4,UT
Long Valley Jct,12M06S,SNTL,7464,37.49,-112.51,UT
Lookout Peak,11J64S,SNTL,8200,40.84,-111.71,UT
Lost Creek Reservoir,11H32,SNOW,6083,41.22,-111.36,UT
Lost Creek Resv,11H32S,SNTL,6082,41.22,-111.36,UT
Louis Meadow,11J69S,SNTL,6700,40.83,-111.76,UT
Mammoth-Cottonwood,11K03S,SNTL,8727,39.68,-111.32,UT
Merchant Valley,12L12S,SNTL,8703,38.3,-112.44,UT
Middle Canyon,12J03,SNOW,6960,40.48,-112.2,UT
Midway Valley,12M23S,SNTL,9800,37.57,-112.84,UT
Mill Creek,11J44,SNOW,6950,40.68,-111.67,UT
Mill D-South Fork,11J10,SNOW,7400,40.63,-111.63,UT
Mill-D North,11J65S,SNTL,8967,40.66,-111.64,UT
Mining Fork,12J07S,SNTL,8221,40.49,-112.61,UT
Monte Cristo,11H57S,SNTL,8960,41.47,-111.5,UT
Mosby Mtn.,09J05S,SNTL,9510,40.61,-109.89,UT
Mt Baldy,11K12S,SNTL,9494,39.14,-111.51,UT
Mt Pennell,10M02S,SNTL,9100,37.98,-110.79,UT
Mt. Baldy R.S.,11K12,SNOW,9494,39.14,-111.51,UT
Mud Creek #2,11K33,SNOW,8503,39.63,-111.15,UT
Oak Creek,12K02,SNOW,7772,39.35,-112.19,UT
Oak Creek,12K02S,SNTL,7850,39.35,-112.33,UT
Panguitch Lake R.S.,12M27,SNOW,8300,37.7,-112.65,UT
Panguitch Lake RS,12M07S,SNTL,8350,37.7,-112.65,UT
Parley's Canyon Summit,11J15,SNOW,7500,40.77,-111.62,UT
Parley's Summit,11J52S,SNTL,7500,40.76,-111.63,UT
Parrish Creek,11J68S,SNTL,7740,40.93,-111.81,UT
Payson R.S.,11K52S,SNTL,8066,39.93,-111.63,UT
Pickle Keg,11K39S,SNTL,9600,39.01,-111.58,UT
Pine Creek,12L15S,SNTL,8790,38.88,-112.25,UT
Red Pine Ridge,11K28S,SNTL,9009,39.45,-111.27,UT
Redden Mine Lwr,11J06S,SNTL,8500,40.67,-111.22,UT
Redden Mine-Lower,11J06,SNOW,8500,40.67,-111.22,UT
Ree's Flat,11K36,SNOW,7211,39.5,-111.73,UT
Rees Flat,11K36S,SNTL,7211,39.5,-111.73,UT
Rock Creek,10J18S,SNTL,7889,40.55,-110.69,UT
Rocky Basin-Settleme,12J06S,SNTL,8900,40.44,-112.24,UT
Seeley Creek,11K09S,SNTL,9910,39.31,-111.43,UT
Silver Lake-Brighton,11J16,SNOW,8725,40.6,-111.58,UT
Smith & Morehouse,11J53S,SNTL,7600,40.79,-111.12,UT
Snowbird,11J42S,SNTL,9640,40.56,-111.66,UT
Spirit Lake,10J55,SNOW,10223,40.84,-110.01,UT
Spirit Lk,10J55S,SNTL,10235,40.84,-110.01,UT
Squaw Springs,12L05,SNOW,9105,38.5,-112.01,UT
Squaw Springs,12L05S,SNTL,9105,38.5,-112.01,UT
Steel Creek Park,10J20S,SNTL,10200,40.91,-110.5,UT
Stillwater Camp,10J17,SNOW,8550,40.87,-110.83,UT
Strawberry Divide,11J08S,SNTL,8123,40.16,-111.21,UT
Sunflower Flat,11M01S,SNTL,9957,38.05,-111.34,UT
Susc Ranch,12M17,SNOW,8179,37.6,-112.92,UT
Suu Ranch,12M17S,SNTL,8179,37.6,-112.92,UT
Takka Wiiya,SN1247,SNTL,9168,39.74,-113.98,UT
Tall Poles,12M15,SNOW,8656,37.72,-112.84,UT
Temple Fork,11H58S,SNTL,7406,41.79,-111.55,UT
Thaynes Canyon,11J56S,SNTL,9230,40.62,-111.53,UT
Thistle Flat,11K35,SNOW,8858,39.24,-111.52,UT
Thistle Flat,11K35S,SNTL,8858,39.24,-111.52,UT
Timberline,10K06,SNOW,8684,39.68,-110.43,UT
Timberline,10K06S,SNTL,8736,39.68,-110.43,UT
Timpanogos Divide,11J21S,SNTL,8140,40.43,-111.62,UT
Tony Grove Lake,11H36S,SNTL,8474,41.9,-111.63,UT
Tony Grove Ranger Station,11H03,SNOW,6250,41.88,-111.57,UT
Tony Grove RS,11H03S,SNTL,6332,41.89,-111.57,UT
Trial Lake,10J08,SNOW,9953,40.68,-110.95,UT
Trial Lake,10J52S,SNTL,9992,40.68,-110.95,UT
Trout Creek,09J16S,SNTL,9518,40.74,-109.67,UT
Upper Joe's Valley,11K29,SNOW,8681,39.42,-111.25,UT
Upper Joes Valley,11K29S,SNTL,8681,39.42,-111.25,UT
Upper Mill Creek,11J66,SNOW,8300,40.68,-111.62,UT
Usu Doc Daniel,11H60S,SNTL,8270,41.86,-111.51,UT
Vernon Creek,12K01S,SNTL,7401,39.94,-112.41,UT
Vipont,13H03,SNOW,7680,41.94,-113.83,UT
Webster Flat,12M03S,SNTL,9203,37.58,-112.9,UT
White River #1,10K02S,SNTL,8641,39.96,-110.99,UT
White River #3,11K25,SNOW,7366,39.92,-111.06,UT
Widtsoe #3,11M03S,SNTL,9640,37.84,-111.88,UT
Wrigley Creek,11K32,SNOW,9162,39.13,-111.35,UT
Wrigley Creek,11K32S,SNTL,9162,39.13,-111.35,UT
Yankee Reservoir,12M11,SNOW,8715,37.75,-112.77,UT
Yankee Reservoir,12M11S,SNTL,8708,37.75,-112.78,UT
